"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","22/976","131/10563",0.16793893129771,1.81756038042798,3.00419640742819,0.00416442394343688,0.0174484091807292,0.0109312660473959,"18750/231991/18033/94216/29857/216148/104111/14700/11512/109689/14678/18176/19697/26417/23797/224129/22341/14701/21803/14697/12830/66066",22
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","17/976","94/10563",0.180851063829787,1.95730510987095,2.97452984444357,0.00519770859289273,0.0214993864979578,0.0134691656546277,"12505/16398/16790/17311/16590/16416/17380/16400/16156/16402/16177/15001/14256/16193/16399/12977/14998",17
"Environmental Information Processing","Signal transduction","mmu04150","mTOR signaling pathway","25/976","158/10563",0.158227848101266,1.71245979456319,2.87888614257002,0.00526117917321625,0.0214993864979578,0.0134691656546277,"110935/18750/16001/22422/93897/105787/64898/22417/22419/14362/22418/14365/230784/14368/72446/14369/18176/26417/23797/22411/71962/67071/18752/14783/245670",25
"Organismal Systems","Endocrine system","mmu04915","Estrogen signaling pathway","22/976","134/10563",0.164179104477612,1.77686873011989,2.88758869663206,0.00549467010668081,0.0219995288516587,0.0137825001869193,"18667/12043/231991/16668/16669/216148/104111/21802/15482/15511/16666/193740/11512/15516/14678/18176/26417/23797/224129/15200/19401/94179",22
"Organismal Systems","Endocrine system","mmu04920","Adipocytokine signaling pathway","14/976","72/10563",0.194444444444444,2.10442281420765,3.00019719556483,0.00556553443478552,0.0219995288516587,0.0137825001869193,"94180/21938/105787/18033/18037/108097/74205/12894/109648/19697/23797/74551/16452/16847",14
"Organismal Systems","Digestive system","mmu04970","Salivary secretion","16/976","87/10563",0.183908045977011,1.9903900508762,2.9595438364472,0.00558296200465055,0.0219995288516587,0.0137825001869193,"18750/12945/67972/20544/381290/104111/71395/11512/11830/20496/224129/11931/18752/64177/234889/19091",16
"Environmental Information Processing","Signal transduction","mmu04340","Hedgehog signaling pathway","12/976","58/10563",0.206896551724138,2.23918880723573,3.01932648941492,0.00595498177715791,0.0231893996263443,0.0145279431591345,"68525/12043/59056/27373/319757/14634/117606/104318/109689/226861/14633/16576",12
"Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection","35/976","247/10563",0.1417004048583,1.5335874759408,2.70741645512248,0.00690269834634671,0.0265673622400088,0.0166442053149364,"231991/14283/18019/17702/23871/18033/12567/21423/104111/22059/18034/16453/20807/19645/23872/11512/100683/81601/19698/18176/19697/53859/26417/16177/23797/224129/70461/15001/16193/21803/14998/14991/21752/18018/21939",35
"Organismal Systems","Nervous system","mmu04726","Serotonergic synapse","22/976","137/10563",0.160583941605839,1.73795919588369,2.77389743496094,0.0071578914656639,0.027232897415342,0.0170611569115038,"18750/11685/17161/56448/15562/16508/11820/11687/14700/14678/18176/109731/26417/224129/14701/15552/19225/11684/18752/14697/18783/66066",22
"Environmental Information Processing","Signal transduction","mmu04630","JAK-STAT signaling pathway","26/976","171/10563",0.152046783625731,1.64556370434282,2.71546505238899,0.00760750884911893,0.0286146071483905,0.0179267852066558,"12043/12804/18414/16164/16878/56468/56708/19116/18591/12703/16453/16156/14199/12984/19255/18590/15980/23797/12983/16193/20849/11761/18595/16452/53603/16847",26
"Organismal Systems","Nervous system","mmu04730","Long-term depression","12/976","60/10563",0.2,2.16454918032787,2.88624639324182,0.00787771289529964,0.0292980108802717,0.0183549312876881,"18750/16001/14673/14678/18176/19053/26417/18752/234889/20190/19091/18783",12
"Organismal Systems","Nervous system","mmu04727","GABAergic synapse","16/976","91/10563",0.175824175824176,1.90290037831021,2.75995716061099,0.00867158612683818,0.0318921667553715,0.0199801458127149,"18750/216643/14660/105727/14415/104111/216456/14700/11512/14678/15114/224129/14701/18752/14697/66066",16
"Organismal Systems","Aging","mmu04213","Longevity regulating pathway - multiple species","12/976","61/10563",0.19672131147541,2.12906476753561,2.82165812285619,0.00900563215111101,0.0327567499122829,0.0205217991182055,"16001/105787/108097/104111/15482/15511/193740/11512/12955/18176/23797/224129",12
"Environmental Information Processing","Signal transduction","mmu04392","Hippo signaling pathway - multiple species","7/976","27/10563",0.259259259259259,2.8058970856102,2.99773766720342,0.00960811344789355,0.034003697647773,0.0213030002754374,"18479/27373/101543/50523/319710/16475/21676",7
"Human Diseases","Cancer: overview","mmu05202","Transcriptional misregulation in cancer","32/976","226/10563",0.141592920353982,1.53242419846221,2.58149550942989,0.00960890319976424,0.034003697647773,0.0213030002754374,"67603/16001/140780/19126/14009/17295/13197/18033/18647/12393/50528/18792/12394/18627/21423/22059/18514/17268/15446/18612/19697/18590/16480/18791/16193/18124/432800/235320/19401/14254/21939/18109",32
"Genetic Information Processing","Information processing in viruses","mmu03266","Virion - Herpesvirus","4/976","10/10563",0.4,4.32909836065574,3.36043333774652,0.00965663921115005,0.034003697647773,0.0213030002754374,"58235/16416/16402/230979",4
"Human Diseases","Infectious disease: parasitic","mmu05144","Malaria","14/976","77/10563",0.181818181818182,1.96777198211624,2.7193813036575,0.0101676633410297,0.0354262796408507,0.0221942346613057,"17295/15122/20344/21825/13349/110257/20339/16193/20969/21803/22329/18613/21827/21939",14
"Human Diseases","Substance dependence","mmu05032","Morphine addiction","16/976","93/10563",0.172043010752688,1.86197778952935,2.66391789787751,0.0106592590998667,0.0367522371047487,0.0230249346784401,"18750/216643/104111/207728/14700/11512/109689/29863/14678/224129/14701/18752/238871/11539/14697/66066",16
"Human Diseases","Cancer: specific types","mmu05221","Acute myeloid leukemia","13/976","70/10563",0.185714285714286,2.00993852459016,2.70489710566964,0.0109195296504374,0.0372416769915723,0.0233315642147869,"67603/16590/21414/18033/12394/18627/18176/19697/26417/23797/16480/235320/19401",13
"Metabolism","Lipid metabolism","mmu00565","Ether lipid metabolism","10/976","48/10563",0.208333333333333,2.2547387295082,2.77987911220511,0.0110262366923688,0.0372416769915723,0.0233315642147869,"22239/665270/99010/66569/50784/18784/67916/18805/18806/18783",10
"Human Diseases","Infectious disease: viral","mmu05163","Human cytomegalovirus infection","35/976","255/10563",0.137254901960784,1.48547492767599,2.50383852700041,0.0111754952662565,0.0373645346780898,0.0234085334125734,"18750/231991/20312/18019/12767/16416/18033/170758/29857/12567/104111/22059/19645/19229/75547/14673/14700/11512/69632/14678/18176/19697/26417/16177/23797/224129/14701/19225/16193/18752/18595/14991/18018/14697/66066",35
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway","28/976","194/10563",0.144329896907216,1.56204580023661,2.52092985420679,0.0115574545463547,0.0377574062061539,0.0236546637704319,"20312/12767/30955/18479/18033/170758/216148/20309/104111/16453/19229/14700/11512/109689/14678/18176/19697/26417/14191/23797/224129/14701/94176/16452/14697/66102/22324/66066",28
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","19/976","118/10563",0.161016949152542,1.74264552653515,2.58836177520956,0.0115725606182604,0.0377574062061539,0.0236546637704319,"231991/20312/17387/21938/16878/16449/18033/29857/13650/20339/19697/53859/26417/23797/22341/19225/16193/22329/12977",19
"Metabolism","Lipid metabolism","mmu00561","Glycerolipid metabolism","12/976","63/10563",0.19047619047619,2.06147540983607,2.69613844795557,0.0116352127886033,0.0377574062061539,0.0236546637704319,"67800/218121/320127/231510/64898/50784/11671/67216/15450/67916/380921/72535",12
"Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagocytosis","16/976","94/10563",0.170212765957447,1.84216951517265,2.6167815580754,0.0117795771525793,0.0378547576456675,0.0237156535417284,"18750/18479/20698/20259/50784/18754/227753/22323/67916/26417/23797/18805/18752/18806/18783/22324",16
"Organismal Systems","Excretory system","mmu04964","Proximal tubule bicarbonate reclamation","6/976","22/10563",0.272727272727273,2.95165797317437,2.92368628608409,0.0125573375804486,0.0399661417223894,0.0250384160257934,"14660/216456/11826/74551/11931/54403",6
"Organismal Systems","Nervous system","mmu04722","Neurotrophin signaling pathway","19/976","121/10563",0.15702479338843,1.69943943910039,2.46892322199726,0.0149350299641035,0.0470809039820786,0.0294957484002846,"12043/12064/18033/18037/29857/23939/216148/73914/22059/23921/17164/18176/19697/26417/23797/67071/12322/14570/18212",19
"Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B","24/976","164/10563",0.146341463414634,1.58381647341064,2.40413641598658,0.015751556272729,0.0491864634554086,0.0308148618245047,"12043/18750/231991/18019/13655/18033/29857/22059/16453/19645/19229/230073/12364/22630/18176/19697/26417/23797/16193/21803/18752/20849/16452/18018",24
"Metabolism","Glycan biosynthesis and metabolism","mmu00603","Glycosphingolipid biosynthesis - globo and isoglobo series","5/976","17/10563",0.294117647058824,3.18316055930569,2.87423901848352,0.0160708565378832,0.0497145188227975,0.0311456836002262,"14348/15212/15211/215493/93961",5
