"Length","Symbol","logFC","logCPM","F","PValue","FDR"
2251,"Dgat2",-2.95066303089166,4.80020546812985,396.695227033807,8.83792875342647e-11,1.97328777228754e-08
1551,"Aqp5",-4.12523886691281,3.97692413684824,329.64964602923,8.94372370459085e-11,1.97328777228754e-08
447,"Crip1",-3.40344428330884,5.19914193649838,393.974698630631,9.21030935205719e-11,2.00388188888855e-08
1256,"Crym",-6.48274217554352,3.00842841525252,383.579342724968,9.50405943544013e-11,2.03946700076945e-08
3284,"Itprid1",-5.37659188247503,6.40859898433141,388.971128435704,9.95072062169479e-11,2.10645998025471e-08
5487,"Bdnf",-5.08648448351296,5.66319014777255,376.000514779923,1.16921845492595e-10,2.38465382666588e-08
1247,"Enho",-6.24078650441044,3.59416722400535,359.939359441582,1.1719371359395e-10,2.38465382666588e-08
2267,"Tmprss4",2.7921006974428,5.31218893438182,288.882589472823,1.1721566846682e-10,2.38465382666588e-08
1038,"Thrsp",6.89292546595793,8.63004093263545,377.718371904322,1.19815241576665e-10,2.39812725789636e-08
2162,"Msx2",-3.61110223437624,1.97103907022343,286.456914560166,1.21797667803832e-10,2.39812725789636e-08
4952,"Abcc8",-8.84437915124323,2.71854116934571,355.335203324782,1.22526321268899e-10,2.39812725789636e-08
648,"Ifitm3",-3.45924439916024,8.23284619587047,374.868789010839,1.24156719574176e-10,2.39812725789636e-08
2482,"Sh3bp5",2.57419232605858,7.66651495323173,374.166811071441,1.25532355663901e-10,2.39812725789636e-08
770,"Sec11c",1.86563102659496,5.96240405313809,373.028247760804,1.27858750825395e-10,2.41314136346965e-08
3987,"Rapgef5",2.34290712791573,5.964435959436,369.598201730739,1.35166324065785e-10,2.50823038768161e-08
1219,"Lmx1b",-4.47131230900969,3.90404198742078,369.592863541122,1.36099318833665e-10,2.50823038768161e-08
13415,"Prlr",-3.36367758345596,7.97179084752639,368.445537131176,1.37993369070877e-10,2.51356526336662e-08
5002,"Abcc3",-5.0137320006674,3.2345125181776,362.247959626496,1.53106762120801e-10,2.75680164209465e-08
1485,"Pdhb",1.78669133875534,6.80416281794105,359.840245162861,1.58697646297757e-10,2.81041769296121e-08
1522,"Tspan8",-5.2112644945646,3.86153901079666,359.631621069887,1.59672629858632e-10,2.81041769296121e-08
4373,"Wnt5a",-4.22002640710897,4.11205175393993,354.034109029233,1.75095824729149e-10,3.04764010486901e-08
3410,"Tmcc2",-3.60911839989014,3.37899156820686,353.27617067822,1.77607584150958e-10,3.05246196732285e-08
4427,"Gk",2.37530086787718,6.82080802468271,352.363856922874,1.8000231142622e-10,3.05246196732285e-08
946,"Capsl",-4.17669369565944,3.73741821176284,352.024629404877,1.81218616636466e-10,3.05246196732285e-08
5738,"Ntn1",-3.52675556151444,5.44139027239143,350.123290217764,1.87065522541878e-10,3.1174270325729e-08
1689,"Chi3l1",-4.07951748632709,6.94487584349565,347.703807649363,1.95011056471099e-10,3.21562968381028e-08
4375,"Zcchc24",-3.71749045158654,5.25146505024505,345.835063655559,2.01645617861116e-10,3.29039437895249e-08
4778,"Egflam",-4.96030824056262,3.08811650165584,345.282433773621,2.04048538878276e-10,3.29527872322494e-08
1754,"Ankrd22",6.15014922260791,3.75166695555217,338.978589081752,2.44721147519074e-10,3.9117926284554e-08
2039,"Cel",2.98552493966168,9.27213869500505,332.094948368859,2.56761108062888e-10,4.05250769519818e-08
4755,"Tns4",-3.8074626086662,6.69615302099324,331.296580044702,2.61169028156028e-10,4.05250769519818e-08
6966,"Syt7",-3.79639116347238,3.80612006066483,331.670852699155,2.61285207286956e-10,4.05250769519818e-08
4111,"Evc2",-2.631796634455,4.78002739325549,329.856852438486,2.67869570031778e-10,4.09716130120955e-08
736,"Fkbp11",2.38330046919441,6.85804125368011,329.272595178594,2.70199698387131e-10,4.09716130120955e-08
5330,"Podxl",-2.35530224248537,6.67465444583565,328.904209678722,2.72010708793995e-10,4.09716130120955e-08
2953,"Aif1l",-3.88854410665189,3.20207024596375,313.874444883815,2.75059615293612e-10,4.10362749864231e-08
3602,"Prelp",-4.60571058322448,7.23069087272548,325.915678630997,2.87538658157395e-10,4.24437223487977e-08
1094,"R3hdml",-7.98696422015542,2.55934130693733,685.978738501202,2.8991243481145e-10,4.24437223487977e-08
3313,"Slc30a2",2.95334409573102,5.21822478248517,324.261209002272,2.96705175535551e-10,4.30359868033742e-08
3442,"Ttc7b",4.11672518060502,5.7520127401323,322.951228237354,3.0353666676326e-10,4.3622953071986e-08
3259,"Trpc6",-8.10639284586239,1.75919450648482,233.31613644827,3.10829511540595e-10,4.4181516306069e-08
562,"Wap",6.59714197559431,14.0621611204813,321.306869443327,3.13064047875752e-10,4.4181516306069e-08
1188,"Stx19",3.86565694088361,2.69207633952194,323.409673108223,3.2120358737854e-10,4.49037735626664e-08
3684,"Trim35",-3.65620819355362,4.43405899558159,319.530715282099,3.23914868342247e-10,4.49037735626664e-08
3849,"Pigr",5.12854699878478,8.97634156587815,318.924656357738,3.2902542423234e-10,4.51666583184435e-08
1621,"Gltp",-3.22699036419553,3.68772616550129,318.21514660684,3.31959703647101e-10,4.51666583184435e-08
874,"Upk2",-3.62921562070054,1.32444725798039,218.245988217113,3.34512200489227e-10,4.51666583184435e-08
4846,"Vsir",-5.52278258512784,4.86377814410047,319.62480188723,3.38669416491259e-10,4.51666583184435e-08
7456,"Lrrk1",-3.74686632045452,3.68486020555531,316.929574644918,3.40227620911352e-10,4.51666583184435e-08
1927,"Atp6v1b1",-3.26829924866016,5.79521491004792,242.296632359847,3.44113101384058e-10,4.52985859931199e-08
2491,"Dnai1",-7.73520204743556,0.555456440940914,196.902169472435,3.62298723295547e-10,4.70482797075679e-08
3890,"Pof1b",-4.17516488646888,3.06928930777483,313.681667441245,3.64050788352137e-10,4.70482797075679e-08
773,"Ly6k",-6.27355844150509,1.64774312050543,299.967235933363,3.70583775813896e-10,4.70482797075679e-08
5654,"Cd44",-3.60173707585364,7.50150521485858,312.193577816512,3.72004419235591e-10,4.70482797075679e-08
2093,"Bcl2l15",3.46714418691167,4.86371740016966,312.203769224113,3.72421748084163e-10,4.70482797075679e-08
3070,"Xylt1",5.88127001247559,2.48263338471904,313.704202904889,3.7663411847168e-10,4.71997877268709e-08
5807,"Cdk19",-2.48203186988881,5.43217934225698,310.105920799546,3.86679626611252e-10,4.78612265044096e-08
2775,"Nck2",-2.20344369994775,6.0930499511081,309.921424440306,3.88022710887968e-10,4.78612265044096e-08
11990,"Fut9",-5.24749655090891,2.59813647637366,302.581801728594,3.9678360782123e-10,4.83885952608558e-08
2326,"Fmo1",-4.6066082548327,2.70125873094892,310.572924854096,4.03941652860565e-10,4.83885952608558e-08
1555,"Ido1",-9.40328037992237,1.94694043555714,163.280268855372,4.08443810744322e-10,4.83885952608558e-08
4257,"Gm2a",1.91196992444933,8.17303158208646,307.073794065151,4.10004611909571e-10,4.83885952608558e-08
1552,"Nqo1",-4.53656312330655,4.33372201624993,307.320433247218,4.10734139192048e-10,4.83885952608558e-08
2915,"Vill",-3.24687549273438,4.36710910821061,309.48258908476,4.10831992958431e-10,4.83885952608558e-08
828,"Ly6a",-3.29811848004675,5.49021024486902,304.894910772498,4.27902914806112e-10,5.00231280629682e-08
1106,"Upk3a",-8.51264804621253,1.13376895332235,216.759348913653,4.34160414101256e-10,5.03786880510828e-08
6840,"Kif5c",-5.7732811748843,4.30242068728036,303.298500225428,4.45485945481159e-10,5.08532536544782e-08
2456,"Gusb",2.3658655016747,5.73949490786759,302.674766836403,4.46879401958164e-10,5.08532536544782e-08
2747,"Cfb",3.3406531919974,5.6272753074687,302.296303498738,4.50285791857509e-10,5.08532536544782e-08
3513,"Slc7a5",1.92024131795987,8.03587134926347,302.18252086238,4.51235381932491e-10,5.08532536544782e-08
5082,"Tbx3",-4.18616758000966,4.12799416536852,301.233221680442,4.60359855398769e-10,5.15109795344409e-08
2775,"Acsbg1",-4.5870571502692,2.44815155537673,261.773628127432,4.68932867658768e-10,5.1727807586487e-08
2526,"Slc48a1",1.76079149113564,5.84138014232363,300.129276006541,4.69969021089099e-10,5.1727807586487e-08
3705,"Capn8",-3.54026339902957,1.91978050381163,215.89369009854,4.74878178925158e-10,5.1727807586487e-08
7156,"Cntnap2",-5.58129265048908,1.50720776636544,272.94616465415,4.75506178899082e-10,5.1727807586487e-08
4687,"Pcdhgc3",-2.72480942325355,5.87130819986264,298.045372366126,4.90857906018902e-10,5.28329468421407e-08
3686,"Il13ra1",-3.49849300749321,6.30478643257363,297.794953767556,4.92410484452764e-10,5.28329468421407e-08
15208,"Pde4dip",1.77517105194117,5.74725529866486,296.417292749951,5.06172306194891e-10,5.39400624254624e-08
2739,"Fam3c",2.34374741722671,7.043301000715,295.235525898061,5.18369109325353e-10,5.48665682269031e-08
3077,"Marveld1",2.09551897804671,5.805812121603,294.207805969552,5.29278290132805e-10,5.56452645297342e-08
3377,"Ano3",2.29909431763362,4.92447150094035,292.687036508645,5.47891702946575e-10,5.72181568443873e-08
2986,"Gfpt2",-4.0647657680808,5.80168353790544,291.318504585969,5.61770613850419e-10,5.82790507679921e-08
6104,"Lmo7",-2.99370720778241,5.48006765800135,289.77151467172,5.79593518414854e-10,5.97324504340045e-08
4272,"Pcx",2.71632350929431,8.4566073049672,287.230710130543,6.10633016001095e-10,6.25200404944912e-08
3499,"Scnn1a",-2.62108406306878,4.93830683385986,285.962542193526,6.27029914675063e-10,6.37819715154861e-08
3327,"Dlg4",-3.10700167775416,4.27362099445957,284.042234306123,6.53132011690308e-10,6.60084707298624e-08
1896,"Tmem165",2.08159915775852,6.99751358234632,281.572307342624,6.87379239629072e-10,6.90243319794193e-08
8249,"Atp8a1",-3.21421348487443,3.95670474245554,281.164721645785,6.93773186088132e-10,6.92226557966279e-08
6789,"Mfap3l",3.59845849566094,4.57370952636102,280.279000384294,7.06725115357852e-10,7.00686641270934e-08
7443,"Atp11a",-1.97227209738472,6.95561585605398,277.46705739995,7.5013215556937e-10,7.39045296666301e-08
9592,"Dsp",-3.54750641344185,8.67470338719727,276.785741055738,7.61215696833988e-10,7.45277743181527e-08
5596,"Scara5",-4.97343037533695,4.38610740284341,275.914833978107,7.77539100022583e-10,7.5478058888172e-08
1474,"Phyh",-2.84618971348872,4.43595350147894,275.626228567199,7.80558285342092e-10,7.5478058888172e-08
4480,"Atp13a4",4.42729862447721,5.97160095898954,271.506398403231,8.10043763575848e-10,7.7848684395188e-08
5947,"Ctnnd2",-3.84003300807472,5.02175856019749,214.600702407263,8.26654293638485e-10,7.86096421590423e-08
1927,"Rab30",2.2741096218434,4.29217924936983,272.905122230723,8.27998145945865e-10,7.86096421590423e-08
2767,"Cav1",-3.35659272406719,9.3976068218598,268.632723672894,9.09224808397839e-10,8.58012447201937e-08
1258,"Cited4",3.15854257442948,4.68747404802956,267.19266748288,9.40006647764598e-10,8.81748750732481e-08
5584,"Plch2",-2.91296730657294,7.17912865901543,266.666259125269,9.49986731422762e-10,8.85806080222475e-08
2597,"Mmp14",-2.97727487683021,6.85162566585607,266.292734031929,9.57696526344219e-10,8.87711010957526e-08
2971,"Lipa",2.4050625371147,8.1902873038586,264.66220695551,9.93218341678097e-10,9.13020765800049e-08
7749,"Bcl2",-2.84275047587508,4.2224256360902,264.693100572135,9.96658480381796e-10,9.13020765800049e-08
2582,"Nrarp",-2.54870985894207,3.5027937562376,264.102665001514,1.009772931388e-09,9.19656568034481e-08
9938,"Fasn",2.79168907612397,11.0629278068483,262.699373492298,1.03807322399328e-09,9.33539240449379e-08
4694,"Rnf144b",2.11456960428808,5.68151703043479,262.586365665338,1.04077423033696e-09,9.33539240449379e-08
2914,"Sorbs3",-1.86308534039255,4.5060228763886,262.499259274595,1.04289414030413e-09,9.33539240449379e-08
3440,"Emp2",-2.08902135703596,6.89809075726322,261.567673992391,1.06524557008405e-09,9.4389744164059e-08
4107,"Prom1",-4.72718776546439,4.46036658214147,261.744783668319,1.06651673903852e-09,9.4389744164059e-08
2961,"Gm5478",-6.39608734989227,4.68164104967142,183.599588611753,1.11581968077305e-09,9.79599295523885e-08
3346,"Retreg1",1.63802332354126,7.59037230782126,259.381618357664,1.11936338269247e-09,9.79599295523885e-08
1509,"Olah",5.1643230629435,6.84444308532552,258.7571225959,1.12668344937529e-09,9.80527568581332e-08
3927,"Cd36",5.2123645130306,9.1691063251458,258.642401621181,1.13846995252141e-09,9.85311149516458e-08
1120,"Csn2",6.12878540294346,15.3296016001632,254.319177271521,1.25811991574113e-09,1.08288178462005e-07
4837,"Scd1",2.74266619597801,12.0014486910052,253.917903663663,1.26992011060888e-09,1.08706549358952e-07
2876,"Btc",-2.74429940268683,1.5416452844721,167.427465196098,1.28458444616306e-09,1.09364213854045e-07
1470,"1700012B07Rik",5.89820209849722,3.02161264500568,307.859359134756,1.29531305923263e-09,1.09476431996058e-07
9032,"Acaca",3.10155241910286,8.8097069682576,252.920493325081,1.29987975431004e-09,1.09476431996058e-07
1421,"Bhlhe41",-2.42904516886521,6.7676154906714,251.999312627397,1.32835588533796e-09,1.10715585653473e-07
8369,"Prkca",-2.29015476906425,5.46670948332867,251.999175505755,1.32872838192486e-09,1.10715585653473e-07
5264,"Antxr1",2.38225462302428,7.66368564375301,251.178611918565,1.35461757297621e-09,1.12275578204616e-07
2786,"Gpd1",2.34734286518078,7.46354676980449,250.638352953362,1.37190415657389e-09,1.1260642419473e-07
3492,"Tapt1",-1.57176719353443,6.46462606385426,250.594710308404,1.37298608497883e-09,1.1260642419473e-07
2248,"P3h2",2.44953109205853,5.73709462897058,248.681403273056,1.43675557104145e-09,1.17222791772731e-07
2761,"Pdha1",1.56486485643124,7.740292044933,246.115860083105,1.52765589553913e-09,1.23993417635339e-07
6954,"Pik3cg",-5.11262742186875,1.84061851990697,195.54373365926,1.58760658731148e-09,1.28195140155847e-07
1887,"Ly6m",-6.68597115910944,1.08814055178123,159.677588648413,1.62403804399232e-09,1.3046438953405e-07
3001,"Fam20c",2.94952596718133,6.58809378725661,241.45656300107,1.71048992508953e-09,1.36708289165956e-07
1506,"Cldn6",-2.95235289520514,2.27534604624587,237.188397528778,1.739839138864e-09,1.38348122387333e-07
3930,"Tspan9",-2.54887468555348,5.59608835136518,240.371722019701,1.75669635414886e-09,1.38983072665363e-07
1905,"Hexb",-3.5428678696147,4.50242543257006,239.43860182155,1.80893653934191e-09,1.42396939139653e-07
5008,"Fgfr1",-1.59403933007644,8.33653460871083,238.359331765609,1.8460954813075e-09,1.44435837809618e-07
3193,"Gnai1",5.02650161340327,4.96115011079824,238.234621656022,1.8590588211332e-09,1.44435837809618e-07
3411,"Chpt1",2.01576402347206,6.42811575588107,238.002894348123,1.86249851500433e-09,1.44435837809618e-07
4175,"Slc34a2",2.85581868485766,8.00782569315211,237.270429917742,1.89885043043011e-09,1.46529517205358e-07
2881,"Mboat1",-2.97119458303285,4.75594514228376,238.531251543653,1.92455181460199e-09,1.47784824390883e-07
2927,"Lpo",5.30719405335968,4.8730152773395,236.469184154996,1.96670766471907e-09,1.50285246672313e-07
2603,"Il33",-7.36549937082765,3.3152043545481,233.166606701108,1.99556672102998e-09,1.5175025575211e-07
5260,"Plagl1",-2.77591308680296,4.61643860477095,234.515841521303,2.03256368940818e-09,1.53357416760986e-07
2830,"Trim29",-3.62836551332482,7.10622239325422,234.52351894799,2.03628105242803e-09,1.53357416760986e-07
1958,"Lao1",5.12487815159795,11.3346200250741,234.141513261839,2.07546416208945e-09,1.55560507651346e-07
6224,"Tlcd4",-3.03696956964715,6.22801686364411,232.771269523632,2.12461389501684e-09,1.58486079359232e-07
2941,"Ube2q2",-1.68335904830194,5.42789285572851,230.361905314268,2.25816876122996e-09,1.67650301633494e-07
1530,"Cdo1",-4.67848963391334,3.891196467465,230.03903226086,2.28667456622163e-09,1.68965835282367e-07
2988,"Fzd10",-6.13303998624651,2.9044384488178,220.910725421536,2.34457100932083e-09,1.72430539253572e-07
2347,"Cd200",-3.06198123128309,6.00892654587602,228.56323808348,2.36518473553908e-09,1.73133733094485e-07
745,"Dbi",1.90298056058543,7.89345272114938,228.026126961589,2.39803162285237e-09,1.74721699404569e-07
2152,"Gm4524",2.72038409594993,4.97432013417943,227.602569423039,2.42467928764191e-09,1.758453751894e-07
2205,"Hey1",-5.27497200921478,3.26650523897217,227.070177537774,2.51198583686739e-09,1.8133759508999e-07
5049,"Ehbp1",-1.82330886052315,5.60459412042251,225.761939855241,2.54343954003051e-09,1.82765965112743e-07
7517,"Spata13",1.75435238815731,6.19494044095244,225.440666231198,2.5652818870378e-09,1.83493793426699e-07
6486,"Sgsm1",-3.89135175763939,1.36701325838513,228.26589218519,2.57701327433706e-09,1.83495058829501e-07
7981,"Pgm5",-3.16155274692152,8.28354752437467,224.877557110261,2.60448467300561e-09,1.84612001821868e-07
5361,"Chka",2.2799826226465,9.6291730100718,224.292794050429,2.64306468724993e-09,1.85680156144017e-07
517,"Ss18l2",1.68508561475089,4.00841373195826,224.298735893673,2.64326044175651e-09,1.85680156144017e-07
4651,"Sec16b",3.77328076428334,5.0339394599872,224.036386899547,2.66337079139856e-09,1.86257604675261e-07
4035,"Dlat",1.62236509052307,6.93133349035968,222.462023911594,2.77379506170388e-09,1.9311777618485e-07
10671,"Mast4",1.78186708490424,7.31935743357979,222.094475831295,2.80093015961175e-09,1.93915022060802e-07
2058,"Got1",2.64289826703972,7.90571656352065,221.8979837856,2.81568974311629e-09,1.93915022060802e-07
2257,"Gem",-1.93448302428125,8.32714405022848,221.807059893614,2.82238270219361e-09,1.93915022060802e-07
4312,"Evc",-4.12053198225304,4.42983808105022,223.167916720991,2.8651348376763e-09,1.95992739005237e-07
1736,"Nucb2",1.84955803976523,6.61928954669964,221.069158033978,2.87847820903929e-09,1.96049396280872e-07
3609,"Stim1",-1.84033358605864,6.3463109294779,220.655471455778,2.91032054368647e-09,1.96955030661924e-07
4241,"Tmem44",2.39853856518057,3.97014504736285,220.584541007716,2.91692097756568e-09,1.96955030661924e-07
1416,"Csn1s1",4.60852140231929,15.1376511943172,219.842303160842,2.97413877561094e-09,1.99956583347405e-07
2375,"Cdhr4",3.55978116146721,1.20030757911212,220.174532035717,3.01285390959955e-09,2.01693831170415e-07
2539,"Slco1a5",-4.09338582163129,2.1825976668315,165.888979490113,3.04021885196625e-09,2.01925188693542e-07
14277,"Wdfy3",-2.61883707385857,6.02159357732252,219.002851062739,3.04209029886217e-09,2.01925188693542e-07
1733,"Tmem158",-2.51643667450044,5.06726609664835,218.07899243371,3.11952208289886e-09,2.0619119590131e-07
3446,"Mtmr7",-4.45714929022525,4.49770643897748,217.146973024809,3.19997408862369e-09,2.10620143270126e-07
2595,"B3gnt7",-3.63939014287273,1.6148541451651,217.751425912205,3.23419622915008e-09,2.11981941128184e-07
10871,"Steap2",-2.2229415239317,4.94215276327538,216.315622459294,3.27142910523875e-09,2.13528903889855e-07
1497,"Duoxa1",3.58691496504076,4.56537894598848,215.782517804401,3.3225731922349e-09,2.15965626034945e-07
1026,"Cavin3",-2.78633334239366,5.07449708774525,215.594455080666,3.34107915192408e-09,2.15965626034945e-07
2345,"Slc44a4",-2.31359948892251,2.92092798204248,190.361951398589,3.35012110606394e-09,2.15965626034945e-07
494,"Ndufa1",1.46583632389826,5.8620577220344,213.480917231855,3.5347649530932e-09,2.25023918881931e-07
4525,"Gprc5b",2.08929070061988,6.39596237859489,213.434130673789,3.53945151523942e-09,2.25023918881931e-07
7214,"Cdon",-2.04759644042583,5.41824981660209,213.397837489861,3.54288370782624e-09,2.25023918881931e-07
7287,"Kirrel1",-3.75874059857282,6.9349461716719,214.017379426856,3.55576027954596e-09,2.25023918881931e-07
4566,"Znf41-ps",-2.63238728512724,4.03243463476492,213.160271734851,3.56829409521543e-09,2.25023918881931e-07
5936,"Tbc1d2b",-2.04147484932959,4.75453718055561,212.932131048517,3.58978753653223e-09,2.25023918881931e-07
2275,"Mcfd2",1.49377757303968,7.00640118054459,212.780882813233,3.60364100915505e-09,2.25023918881931e-07
1164,"Cidea",3.49774389166674,7.92630444155652,213.791821738101,3.60555401464186e-09,2.25023918881931e-07
