"","B.lactating","B.pregnant","B.virgin","L.lactating","L.pregnant","L.virgin"
"545091",-11.7647753732652,-11.1649092454542,-11.143687853106,-12.2971954964661,-11.8594832260345,-11.3445250294781
"320865",-19.0267376293459,-16.5598962417823,-16.6248409495884,-16.9443952416006,-19.0267376293459,-14.29485406778
"70350",-14.74762134392,-13.3466533475108,-12.9873052444026,-11.0439275715897,-10.9768084312966,-9.34795676552836
"17909",-8.97559030443204,-9.02883106917878,-9.36442303716453,-9.18766445256699,-9.20751442431752,-9.47288189340122
"66270",-9.18247549840975,-9.19467958652778,-9.67064051754557,-7.41825388388871,-8.4104759675093,-9.54586721591336
"52521",-10.4064182781357,-10.3036820101961,-10.0705827578836,-9.91042614446558,-9.5257599681764,-9.94757740060647
"448987",-12.3260074855605,-12.3442698174107,-12.4279398005932,-13.4626333791349,-12.7822777288787,-13.6528938886118
"11732",-9.49600378340947,-9.94710526855765,-9.71761121021473,-12.931897170138,-13.7038561803017,-11.353479574562
"791293",-14.6911863347664,-15.2381128657379,-15.0921653972389,-16.3156471480734,-17.3522895044433,-16.6620354642387
"432940",-11.4820358056481,-11.4944261975587,-11.3602753913194,-11.3732011519929,-10.907772433068,-11.0362336333409
"223433",-13.4802468496761,-13.1098962104379,-12.6784566928922,-16.3156471480734,-16.387529950936,-15.8699299149302
"223435",-8.83699040803807,-9.41806454334796,-8.94824540876438,-10.0066935466607,-9.66418969149814,-9.61463525318465
"18163",-9.702824372313,-9.61654203381439,-9.94118229193216,-16.3156121538717,-13.770628867971,-11.1089208151669
"223453",-9.59884329308883,-9.98703052500447,-10.0868589952997,-8.30384004196656,-9.16110016824276,-9.98220231389661
"67434",-13.951152594595,-12.9048496932592,-12.7772833790842,-10.0175580685737,-10.305435331125,-10.5707930091064
"252967",-14.3279541721907,-14.8393263830757,-15.4871570425994,-13.5766086338257,-14.1182420565813,-14.8493503136644
"223455",-9.45467171156568,-9.24564731558612,-9.35430008862883,-9.44486196932619,-9.21856462113342,-9.19346997804904
"69574",-13.0704419070459,-12.7999972465755,-13.3939102522845,-14.5016391228049,-14.8357232399661,-13.1494489373028
"12465",-8.56775944161697,-8.12715691114191,-8.26985522697464,-8.24111954526143,-7.98055092884593,-8.13585946766245
"68073",-12.1343389295724,-12.0342258410055,-12.5390828525668,-11.3088802662074,-11.6197284406156,-11.7936936499216
"100616095",-11.1691955453699,-11.1712978724143,-11.7576193462241,-15.6562257815435,-16.3879065775226,-13.9814707868751
"20356",-9.07429933442709,-9.06900810626874,-9.29504168765461,-13.6716615952776,-14.3736365808982,-12.2639669175063
"15529",-9.46759525545508,-9.49053763677162,-9.41460068147183,-9.79752181729437,-10.0579022376358,-10.0102958960241
"54381",-11.060714343654,-10.5060614788855,-10.6270447247993,-9.97003187010548,-10.1432636980932,-10.9314789530539
"73486",-14.8074273513264,-14.304228638876,-14.4413528339283,-14.3601172571234,-14.7723064657929,-14.239339454469
"239364",-15.4859730459702,-15.4159366580036,-14.4428574695737,-14.6667250481428,-14.7134060215891,-14.3245339059809
"67154",-9.202057762087,-8.98944553676785,-9.12619010054898,-8.90897161117522,-9.09688867439255,-9.14468085003797
"114128",-10.0431539279947,-10.3426008370155,-10.7321320598551,-12.3140765175737,-12.2312940577769,-11.0811031259976
"17181",-7.41136974897833,-8.08341026235139,-10.0580098222009,-13.4360817587754,-13.3806025302427,-14.3243228962271
"19946",-12.232643226076,-11.7980368597807,-11.7030876800226,-12.2724815958336,-11.9570981343746,-11.8963707002549
"239368",-13.9255530540729,-15.0184181900299,-19.0267376293459,-16.9443952416006,-19.0267376293459,-19.0267376293459
"15473",-11.0784403524031,-11.0739047167888,-11.378135763813,-11.5279367590848,-11.150313390724,-11.4112731763877
"67724",-13.0176884970423,-12.3191266835184,-12.2545881026547,-12.4909052659361,-12.1639462230514,-12.4204925655874
"223473",-9.19305990584678,-10.2444268171109,-10.1782540509632,-9.65702699380952,-9.90879961947492,-10.2755560942926
"71637",-13.9251199693619,-15.2393979288199,-15.3096681252725,-13.1625160384281,-13.7693302619571,-15.1983895201026
"56274",-10.3591140435842,-10.34013338893,-10.5913909719031,-11.0020215593432,-11.0598997496891,-10.6664080072158
"107587",-15.6155172409638,-15.4168000605594,-14.407335002845,-16.3156121538717,-19.0267376293459,-15.1314094688092
"666173",-9.53474729138581,-9.75414204941639,-9.72804237747295,-9.45894718993097,-9.94242151559465,-9.72571891494611
"12864",-9.71232814968422,-9.47955593387923,-9.79073402021862,-9.19901278930415,-9.49845636918274,-9.70487125815178
"78803",-14.6381344599582,-14.7375548566952,-16.1512449595437,-16.3156121538717,-16.1169126189255,-17.0219363505306
"17749",-13.1728469570808,-13.1694928107872,-13.1931497872898,-12.9480725831889,-13.0139722654599,-12.9970309536126
"26942",-13.0386891274825,-13.2537405342219,-13.1081506533152,-12.9807574829576,-12.3429066616475,-12.8139268867132
"30945",-8.49277781419876,-8.70637833880517,-8.56683164525299,-9.81638885355334,-8.9317903542297,-9.36939053540872
"68839",-10.2856910198016,-10.687372896855,-10.9815920191512,-10.4003655391515,-11.0842722342021,-10.963344367881
"18458",-7.38065868308524,-7.02249026024767,-7.1194870071726,-7.69177794297882,-6.77835878497752,-7.17491372573542
"22631",-8.61707679678697,-8.65511630045544,-8.76423079199798,-9.39348193484121,-8.91461602060648,-8.85660757517993
"100038735",-16.7889626830672,-16.5598962417823,-17.5572787266476,-12.7582659568318,-13.057933012327,-14.9532476146474
"68036",-10.0113748222538,-9.9624579719943,-10.0504621256852,-9.21704359247836,-9.24898955720528,-9.7008518486617
"252973",-8.78504681797147,-9.19504636984929,-9.29924217500055,-9.8162864688266,-9.85054360389439,-9.29419201116346
"52589",-14.2543136773195,-13.4264762188544,-13.4956371776657,-12.9320663581841,-11.1564101430649,-10.6648669802671
"382985",-10.9404575065977,-11.3879921999667,-11.4964347419097,-11.1238593922713,-11.552544250153,-11.1838969213307
"70790",-8.18325056902375,-7.9029073242572,-8.236617282011,-8.6506727867087,-8.33121135218099,-8.45022623058623
"21847",-8.72399838723585,-8.47559001888462,-7.72618463301082,-9.30058134623123,-7.93063930974726,-7.88033322219107
"54375",-7.55441680163456,-7.66187038782178,-7.63935016147943,-7.91445413127435,-8.68996270039976,-8.8212116218639
"66335",-10.3139281964824,-10.4928015348701,-10.7779526275598,-9.55677626058062,-10.1983218718561,-10.773232580461
"14368",-10.9241732375936,-11.0823981634224,-10.5011195559572,-10.740458067397,-10.2170427213481,-9.98557617896248
"68588",-14.8711275250806,-14.3715407243353,-13.6692328228924,-13.0144338636242,-13.7943186067631,-11.7676319077429
"69906",-11.896775722897,-11.736687471272,-11.3679223127833,-11.5435974582401,-12.1163894706319,-11.6339007747064
"223499",-11.2176954792904,-10.988823500831,-10.9532028138765,-10.7529601673525,-10.5297973546151,-10.7507623131213
"116838",-19.0267376293459,-17.5009843437673,-15.7030879374496,-14.9805174158484,-15.2353181426156,-12.9749549128254
"239393",-10.6299513402684,-10.5175707319071,-10.5162231486057,-11.5719160070494,-12.487450403928,-11.7590479396966
"22762",-15.7642327373382,-14.8410027275758,-13.7195498395321,-16.9444303752983,-19.0267376293459,-15.8703961493701
"170719",-9.7426851262049,-9.96380231306755,-9.66717218562165,-10.1114735179225,-9.89075463294128,-9.87419213642041
"11600",-12.1638943462991,-12.3597567612923,-13.0539882375421,-8.23534159384681,-10.165929129168,-9.97041425588957
"16341",-9.22310157575513,-9.16808530028001,-9.21722211583675,-9.67686245146371,-8.95871163840751,-9.08949752669366
"66736",-10.3451281869545,-10.2479842599114,-10.7209765130819,-10.1796900846883,-10.5605571329086,-10.6913409235438
"67429",-11.2623456394376,-10.7754772520707,-10.841438592698,-10.0066067625426,-10.3759486474691,-10.6192937278016
"223527",-10.2144721698755,-9.97351175070562,-10.0743830608355,-9.79334343498674,-9.91738898988585,-10.1455516515368
"192190",-16.1507363887953,-15.632797037201,-14.1485177215561,-14.7608428384824,-15.7294063405142,-14.2405929449561
"55960",-11.5881297653992,-11.6088703622154,-11.6637812349972,-11.0180909769249,-11.6040855930772,-11.5450467878163
"319613",-14.871316371229,-14.2430131182299,-14.9126040882227,-13.2677533007439,-12.3175286614958,-12.9200554078202
"432950",-13.4478682410899,-13.7525512584489,-13.6869090059208,-14.2359941607046,-13.7490725435588,-13.743823386449
"83925",-8.66885068837727,-8.98292934570546,-9.1732515646249,-8.07270655609263,-7.79931099369478,-7.40098155587484
"100316685",-15.4861670181857,-15.1612967816836,-15.3936761388096,-14.2961164926857,-14.5053197441852,-14.2132029326071
"68135",-9.13870485628688,-8.98719977363826,-8.9633414035473,-9.01113254890089,-8.54641590607334,-8.48995036947908
"78581",-12.142929837542,-12.2535796616029,-12.2550825431653,-11.8089127909595,-11.7758169739926,-11.9571690970344
"19357",-9.11760986891349,-9.08857445451008,-8.98076944956026,-8.94438149890432,-8.9180825308195,-9.01641835760737
"239435",-12.8058139923781,-12.5712705919615,-12.7521123440655,-19.0267376293459,-17.3522895044433,-19.0267376293459
"100039748",-9.60069422872253,-9.14207045962273,-9.18510591768597,-9.24816361611705,-8.79605813405941,-8.95264947609587
"69790",-11.5662698299245,-11.5648001621513,-11.5455834328882,-11.230953250907,-11.4252035840826,-11.2514306076358
"14042",-8.39192158896578,-8.31577920366051,-8.23243819781638,-8.3517323586768,-9.27225448540385,-9.96473261599588
"320679",-15.615614593873,-15.9098103829512,-14.5498512118064,-14.8647300271272,-15.4517545360882,-14.2414279586428
"18383",-9.80564283168779,-11.1012140693072,-10.8474781694081,-11.976641732619,-14.0548069952687,-15.4344513063079
"105853",-13.8757506204303,-12.4420472376035,-13.6708451247649,-9.30251438698963,-9.07734517849595,-9.76889488796795
"18133",-13.8058224798995,-14.3353322321865,-12.7201043391453,-10.7730712721548,-13.1099861490219,-14.7547591771739
"18606",-13.0275552817301,-12.3907959100609,-11.8601970836924,-14.7608428384824,-15.1415010491491,-14.5169943522258
"319944",-10.3084953289124,-10.570984822928,-10.4020872956175,-10.3966918139697,-10.5687827601321,-10.6380215458846
"72107",-14.9389546808909,-13.1607077951698,-12.8085883508641,-12.7061858790848,-13.0624205995878,-12.7726500996267
"97998",-10.471433617367,-11.266746190283,-11.2030119925502,-9.76644842964988,-11.7498731110095,-11.9567290285056
"12818",-7.8823341450268,-7.3302217517509,-7.259152983502,-13.313219953774,-13.1279313642915,-13.1040730784146
"68537",-10.7456738569029,-10.5983953130787,-10.6564048936226,-10.4412101715401,-10.4955268354628,-10.6621687771231
"105837",-11.7077088025103,-11.3032820738489,-11.2773164077003,-11.8140869106304,-12.0698723537554,-11.5176143149386
"20649",-10.6978753536561,-10.2498951001786,-10.9031314288493,-9.73923993431556,-10.1612905886407,-10.9742250788028
"15117",-9.5653288944174,-9.89438392801939,-9.60983232271719,-14.8646278761998,-15.338003679997,-13.0011457618462
"594843",-13.4964292209707,-13.7698597003612,-14.2544243975859,-19.0267376293459,-19.0267376293459,-16.3982461149838
"387609",-10.5738612665643,-10.720256851246,-10.9043451452991,-11.3086632126942,-11.5757767626306,-10.9809654140494
"319829",-14.4931764283318,-16.0826692894518,-16.1509155784133,-16.3156121538717,-16.7577350631628,-16.0168970053802
"67819",-11.4100744344571,-11.2574201059731,-11.2566034896368,-10.5147441964566,-10.7664049303915,-10.9421863680819
"210544",-12.0173218146467,-11.9107723026764,-11.9351361586177,-11.7200178418773,-12.0027792234591,-11.6204934422696
"239463",-10.7115568842616,-10.5948813070121,-12.2277772627866,-12.6212112041987,-10.2361550001157,-10.0773556039335
"75758",-10.6056411800233,-10.6167862533776,-10.6955207471235,-11.8894366126708,-11.3109651723147,-11.0544149406341
"22770",-10.1239589519582,-10.541110832495,-10.496837530447,-10.650718815153,-10.4168157145457,-10.3444109335518
"70472",-10.4805813064461,-10.3295902960542,-10.1544951087466,-10.2155727233597,-10.833511285987,-10.6303224775432
"76773",-11.8571511631351,-12.1798638733816,-11.8970473550648,-12.2320666306878,-12.2171479956205,-12.083349661732
"67731",-7.40559442681174,-8.21037111264839,-8.86286604203137,-11.4939196210854,-10.3113197795305,-10.4360490564901
"268807",-11.8854250017895,-13.2182027930678,-13.9623098109545,-14.7607749945383,-14.9034588160792,-15.3491575420256
"69787",-14.0326381389116,-14.1000299863867,-14.5117657582921,-16.9443952416006,-17.3522895044433,-16.1899943623065
"210998",-8.95895754140585,-8.95629379260691,-8.96007913867433,-10.2010515499902,-9.70186808636548,-9.21915831860072
"74868",-9.39185014155612,-9.4739506520691,-9.54738324250935,-10.6782251131409,-9.71530562393951,-10.0576483853578
"68260",-13.4957020115152,-13.7706016018537,-13.9220080501929,-12.9009676015428,-13.1162604677888,-12.796333985561
"75841",-10.1992024206746,-10.0658004112513,-10.1410543008418,-10.7020565698618,-10.1429036083956,-10.043462806843
"69694",-11.7171236935047,-11.74946621119,-12.0045516756884,-11.4492724649989,-11.6410267173503,-11.7565521896308
"66218",-9.57042296438691,-9.30760966445027,-9.85494550988955,-8.61878583994585,-8.97786443016937,-9.43015003299497
"211401",-7.55798038002814,-7.88376206317451,-8.54330021683315,-8.33781805471968,-9.29735643763413,-8.87599302764302
"20775",-8.70222650781491,-9.21148944301796,-9.72047514060582,-8.57571337363707,-10.1180348899649,-9.54748964477446
"223593",-10.211387392184,-10.6282693955685,-10.5272439234442,-10.0295916593552,-9.63521514726228,-10.1213109288632
"68501",-11.2353573530719,-11.1299607150318,-11.2891482251489,-11.4210001216257,-11.0153302847782,-11.0556276968164
"211770",-7.07568398284197,-7.2047855732844,-7.44028054073902,-8.28121797174594,-7.42288833448766,-7.47845084113073
"100503021",-13.6201640649514,-13.8283982281809,-14.3437020269702,-16.9443952416006,-19.0267376293459,-15.6285767128571
"399603",-10.1661154486048,-10.287398977623,-10.1481399435896,-9.72296761384509,-9.81249483731616,-10.3256358316899
"320469",-11.9516305592337,-11.9183244583586,-12.5828330049196,-13.3605368883446,-13.5348562299001,-13.2716060195624
"17869",-7.55807890212473,-7.75897554484039,-7.70115622144612,-8.5558316371071,-7.74936377889726,-8.65223260849937
"19296",-12.0151767360988,-11.6041859028712,-11.5198991099042,-12.554063687743,-12.558863677573,-11.1991031807672
"67552",-12.3789280382094,-12.4828875425746,-12.5801427094519,-15.2623191378228,-16.387529950936,-13.940702860949
"83492",-14.5876001411585,-15.909372095087,-16.9868434202591,-9.71891800838955,-13.0766879415806,-17.5886391858443
"331063",-15.3715614860237,-16.0831093704131,-16.9868434202591,-12.9008835494183,-16.3871531860498,-17.5884005041189
"270328",-15.7641350013565,-16.9231833040536,-19.0267376293459,-12.997538622281,-16.387529950936,-19.0267376293459
"74548",-13.2101205590563,-13.9113348884866,-15.5894683759781,-12.8414577147617,-15.7297790570491,-16.397774247762
"223601",-9.353020534885,-9.13210519510749,-10.2728262649117,-10.4547251240199,-10.2930045647442,-10.675995136433
"13196",-9.6531683520847,-9.71365677382491,-9.99460015116171,-10.6837112949612,-10.9453701761358,-11.1097933960939
"76740",-9.00435106428916,-9.13978300496422,-9.4330517164804,-9.7830371728001,-9.800038968575,-9.78063706262294
"213068",-15.3716580906009,-15.9089336244047,-15.4874798903545,-12.2969801408334,-13.5105284077355,-14.7107996941554
"239510",-9.61403600219705,-9.79012510264985,-9.76060426758552,-9.02982218176393,-9.48303719008351,-9.81109524856536
"21819",-19.0267376293459,-14.0251387135423,-13.5755042903403,-19.0267376293459,-15.3376356978772,-17.0219363505306
"22402",-12.7034278061792,-11.5799476431832,-11.8139302073282,-14.0746398681677,-14.8353630572571,-14.6689016454861
"17988",-8.92743077091891,-8.20632922128879,-8.00738890391974,-6.57183077479559,-6.72942840165185,-7.38206644037683
"20442",-9.67556249797476,-8.89257830488798,-9.2135673553277,-7.80412855326363,-9.06061783435643,-8.63391337052901
"380993",-11.7256228953516,-11.8795283174454,-11.814819865322,-11.5556343521203,-11.5645630326375,-11.8534870557287
