"","Length","Symbol","MCL1.DG","MCL1.DH","MCL1.DI","MCL1.DJ","MCL1.DK","MCL1.DL","MCL1.LA","MCL1.LB","MCL1.LC","MCL1.LD","MCL1.LE","MCL1.LF"
"9924",1280,"Skint8",303,253,5,23,70,81,7,9,11,20,10,7
"9925",2327,"Skint7",258,96,0,1,19,16,0,1,0,1,0,0
"9926",1678,"Skint2",1,3,0,0,1,3,3,2,0,0,37,41
"9927",1212,"Gm12816",107,104,105,78,64,52,152,138,108,81,30,40
"9928",6617,"Trabd2b",1856,1382,1614,1402,2451,2387,30,51,9,30,11,17
"9929",1880,"Cmpk1",606,597,731,622,632,507,1420,1619,2096,1859,1256,1202
"9930",5333,"Stil",192,133,133,89,23,25,141,179,311,160,278,203
"9931",4161,"Tal1",50,96,14,14,9,17,11,12,4,2,2,2
"9932",1129,"Pdzk1ip1",4,3,4,5,7,2,201,243,191,179,112,106
"9933",564,"Cyp4b1-ps2",23,33,10,16,15,17,9,7,0,3,2,1
"9934",1914,"Cyp4a32",7,20,17,12,12,21,3,0,1,0,2,2
"9935",1871,"Cyp4b1",300,497,178,252,163,150,57,96,6,17,6,9
"9936",4300,"Efcab14",1364,1367,1363,1223,1049,1010,933,959,515,500,521,560
"9937",2330,"Atpaf1",36,30,32,34,19,29,50,51,44,35,39,35
"9938",2882,"Mob3c",1252,1060,525,414,591,603,680,632,504,419,463,393
"9939",2493,"Mknk1",363,433,367,410,368,391,411,425,486,418,339,305
"9940",3816,"Faah",22,20,27,12,4,3,396,372,90,80,150,141
"9941",3511,"Nsun4",367,389,353,265,177,190,318,337,154,144,120,150
"9942",546,"Uqcrh",2192,2647,2876,2529,2055,1728,2737,2930,2672,2600,1580,1622
"9943",2869,"Lrrc41",1673,1491,1091,963,944,917,1415,1622,1178,1098,696,698
"9944",3076,"Rad54l",161,163,96,76,28,38,184,189,121,87,151,137
"9945",1427,"Lurap1",54,23,43,47,30,46,79,67,49,52,45,60
"9946",2719,"Pomgnt1",1500,1055,1807,1961,1959,1857,1827,1861,1238,1187,1467,1665
"9947",1971,"Tspan1",30,17,10,13,3,6,1088,1524,51,52,320,280
"9948",390,"Llph-ps1",90,97,83,90,53,55,142,128,120,112,51,49
"9949",5004,"Pik3r3",1818,1641,1500,984,1477,1101,706,637,951,818,566,549
"9950",5727,"Mast2",2518,2024,1823,1631,1764,1517,1698,1660,1318,1143,867,762
"9951",2118,"Ipp",154,131,107,100,78,131,238,228,179,160,160,150
"9952",2409,"Tmem69",93,65,72,65,73,98,98,123,106,86,144,115
"9953",3519,"Gpbp1l1",916,829,532,449,550,639,1281,1371,1066,942,603,559
"9954",2003,"Ccdc17",42,50,35,49,49,79,98,93,85,71,32,32
"9955",3155,"Nasp",6866,5920,5445,3894,2956,2888,2785,2753,1705,1224,555,552
"9956",1414,"Akr1a1",5805,5187,6579,6314,5750,5068,8456,9237,6903,6395,3622,3539
"9957",627,"AV051173",121,104,90,67,67,105,40,42,40,38,16,21
"9958",1417,"Prdx1",8037,6791,7605,6508,6791,5931,8889,8921,7315,7217,4326,4268
"9959",1930,"Mmachc",186,124,170,140,117,104,186,183,239,148,166,132
"9960",1214,"Ccdc163",341,385,262,230,259,295,384,361,154,163,95,65
"9961",3032,"Tesk2",112,129,93,73,105,104,106,96,82,44,69,72
"9962",2008,"Toe1",362,289,216,186,155,178,536,543,312,258,181,166
"9963",1736,"Mutyh",64,63,56,37,35,38,62,54,32,20,19,22
"9964",1602,"Hpdl",27,27,21,12,10,11,45,38,19,6,17,8
"9965",5397,"Zswim5",8,8,10,3,1,2,155,191,154,110,112,78
"9966",1199,"Urod",711,617,703,747,672,653,854,973,948,942,615,538
"9967",4552,"Hectd3",595,672,662,773,989,1004,654,750,878,892,514,613
"9968",4022,"Eif2b3",509,347,416,397,392,311,385,399,304,287,275,317
"9969",3549,"Ptch2",615,420,53,46,51,62,7,5,9,3,27,23
"9970",2579,"Btbd19",287,145,92,74,137,124,110,167,137,110,94,89
"9971",982,"Dynlt4",27,6,1,6,6,13,3,7,0,3,2,4
"9972",2367,"Plk3",8982,5819,2850,2360,2718,3488,7690,7752,5346,5788,2535,2407
"9973",740,"Rps8",6482,7754,6695,5898,3464,3139,10003,9601,8173,7021,3067,2872
"9974",59,"Snord38a",8,6,17,11,2,2,8,6,4,6,0,1
"9975",78,"Snord55",57,47,54,52,20,38,53,40,23,18,9,8
"9976",2832,"Kif2c",111,113,79,63,22,17,149,209,73,57,89,64
"9977",2013,"Armh1",40,36,29,41,61,64,5,6,3,4,5,3
"9978",953,"Tmem53",116,102,119,116,147,182,103,120,139,193,73,84
"9979",2891,"Rnf220",560,392,438,353,293,367,545,540,326,327,263,267
"9980",1574,"Eri3",1211,1075,1173,1165,968,972,775,877,675,632,346,359
"9981",1513,"Dmap1",224,178,180,183,175,202,251,296,162,174,97,114
"9982",3272,"Slc6a9",716,436,345,253,329,358,179,99,192,163,173,101
"9983",1281,"Ccdc24",81,66,65,57,38,49,19,21,4,2,3,2
"9984",2522,"B4galt2",566,395,562,453,485,417,33,39,14,17,16,18
"9985",996,"Atp6v0b",1608,1449,1468,1236,1380,1419,1812,2158,2576,2637,1925,1823
"9986",2526,"Dph2",232,147,151,125,69,59,175,187,119,98,64,82
"9987",3588,"Ipo13",1034,793,1017,887,1360,1283,474,498,364,299,249,243
"9988",2177,"Artn",147,113,54,65,116,122,2,6,7,3,2,1
"9989",2574,"St3gal3",593,420,376,294,368,380,370,412,433,235,384,404
"9990",4956,"Kdm4a",1601,1281,1418,1357,1588,1766,1249,1268,1004,890,500,524
"9991",7648,"Ptprf",8689,7060,5062,5048,6435,6784,12575,14295,10474,9156,4293,4489
"9992",843,"Hyi",172,198,199,190,170,186,186,171,118,121,42,35
"9993",10958,"Szt2",1487,1389,979,969,1035,1254,1301,1375,752,895,503,593
"9994",1893,"Med8",279,243,366,282,223,242,543,574,555,460,278,320
"9995",1904,"Elovl1",1768,1701,1770,1719,1611,1530,1700,2169,3544,3557,5820,6676
"9996",1784,"Cdc20",371,307,295,195,61,64,277,375,367,196,386,265
"9997",2938,"Mpl",5,3,6,5,2,2,2,2,4,8,14,18
"9998",3879,"Tie1",610,844,267,285,213,280,144,217,40,40,25,32
"9999",915,"2610528J11Rik",15,12,21,8,1,1,256,285,281,212,188,177
"10000",1862,"Tmem125",41,62,95,65,27,18,578,670,533,495,447,437
"10001",2960,"Ebna1bp2",1676,1287,1483,1276,822,825,1769,1637,1265,983,731,821
"10002",942,"Or10ak7",0,0,0,0,1,0,0,0,0,2,19,24
"10003",535,"Gm12863",0,0,4,3,7,9,3,1,55,115,501,493
"10004",1958,"Lao1",5,18,518,378,1570,1670,355,776,12061,16669,190454,193519
"10005",2573,"Slc2a1",9854,9999,5468,4964,3007,3191,6941,7321,7690,7110,4474,4659
"10006",2396,"Zfp691",45,58,53,60,49,52,84,98,76,66,48,80
"10007",980,"Svbp",361,286,356,346,305,251,240,249,208,184,60,89
"10008",1867,"AU022252",71,57,75,62,79,84,90,92,84,78,87,90
"10009",3343,"P3h1",1205,1132,1492,1250,1203,1176,81,99,184,234,170,179
"10010",2191,"Ybx1",7314,6498,7106,5630,3799,3415,5574,5759,4282,3789,2293,2143
"10011",2495,"Ppih",47,37,31,26,15,26,76,73,57,46,31,35
"10012",2536,"Ccdc30",33,18,8,16,11,4,3,2,2,1,0,1
"10013",1440,"Ppcs",101,79,70,74,42,90,139,129,81,65,94,103
"10014",1909,"Frg2f1",89,104,97,71,51,56,17,23,18,18,29,17
"10015",4762,"Foxj3",1885,1291,1612,1274,1277,1253,1535,1648,1101,1018,483,477
"10016",9021,"Hivep3",450,473,782,593,425,380,903,1057,843,741,364,302
"10017",1244,"Edn2",117,63,74,83,55,96,46,48,33,21,17,24
"10018",2528,"Foxo6",166,69,94,55,33,48,37,38,28,22,7,3
"10019",3394,"Scmh1",1201,1089,903,815,1214,1262,644,680,202,210,79,79
"10020",2705,"Ctps1",1791,1523,3714,3316,2212,1894,1031,778,1124,1159,353,355
"10021",1258,"Cited4",42,29,129,61,44,56,263,337,2086,1880,559,634
"10022",2512,"Kcnq4",20,24,14,19,9,12,8,21,57,45,8,4
"10023",1944,"Nfyc",796,640,936,803,688,678,782,800,785,753,610,508
"10024",977,"Rims3",7,4,6,6,0,2,19,18,27,35,30,35
"10025",1990,"Exo5",70,58,55,47,58,74,191,203,88,74,24,30
"10026",2364,"Zfp69",120,111,114,93,55,69,60,62,73,65,40,36
"10027",2905,"Smap2",726,692,1014,923,524,513,1033,1202,2047,1685,555,501
"10028",2746,"Col9a2",6733,10442,9409,7801,5963,6670,521,1150,360,225,17,15
"10029",3430,"Zmpste24",1792,1553,1745,1778,1787,1626,1807,1898,1662,1435,1266,1196
"10030",6585,"Rlf",2007,1913,1737,1456,1276,1111,1930,1948,1178,1068,691,605
"10031",351,"Gm21404",0,3,2,9,2,1,133,126,69,70,15,13
"10032",351,"Gm10573",0,0,2,0,0,0,18,13,13,12,3,1
"10033",2493,"Ppt1",2732,2673,2956,2873,2760,2542,2519,2803,1925,1969,1260,1315
"10034",2393,"Cap1",6782,6140,9313,9519,11610,10621,5645,6742,4911,5066,2224,2291
"10035",2151,"Mfsd2a",2159,2236,3877,3554,2926,2825,1217,1029,1061,928,2639,2731
"10036",3501,"Mycl",193,134,153,127,104,150,283,335,58,35,7,6
"10037",2059,"Trit1",243,176,215,167,108,134,420,440,228,232,225,231
"10038",2940,"Bmp8b",6,4,7,9,6,5,15,14,0,1,1,1
"10039",1168,"Ppie",717,592,704,615,416,438,821,739,410,320,190,207
"10040",4652,"Hpcal4",154,245,2257,2252,1462,1004,6,9,4,3,1,3
"10041",4532,"Heyl",92,116,53,52,26,39,459,592,97,86,3,4
"10042",3019,"Pabpc4",2465,2413,1639,1276,756,784,4276,4306,2845,2527,1436,1452
"10043",23495,"Macf1",8547,7464,5104,5452,9158,6869,5144,4364,2363,2523,1451,1507
"10044",509,"Ndufs5",146,104,175,187,176,135,206,222,183,173,171,183
"10045",2370,"Akirin1",1832,1998,1824,1482,1521,1318,1884,2212,1514,1396,667,669
"10046",1217,"Rhbdl2",79,52,39,21,26,18,141,148,46,15,20,33
"10047",1485,"Mycbp",274,242,323,307,304,282,521,559,373,293,433,448
"10048",2606,"Rragc",1624,1442,1575,1364,1535,1403,2002,2095,1746,1775,822,731
"10049",3010,"Pou3f1",1023,461,457,260,279,403,49,55,17,10,7,5
"10050",953,"Utp11",531,423,495,436,417,381,606,566,392,358,153,158
"10051",1685,"Fhl3",887,848,1047,806,1226,955,308,387,352,317,82,95
"10052",1698,"Sf3a3",909,686,780,661,726,637,864,887,481,415,221,263
"10053",3781,"Inpp5b",459,400,454,409,516,416,478,484,316,322,551,675
"10054",7631,"Mtf1",872,693,597,516,477,492,806,946,533,501,268,259
"10055",762,"1110065P20Rik",137,134,152,140,95,100,109,129,170,131,97,73
"10056",1554,"Yrdc",1937,1830,1752,1363,708,606,1649,1584,1778,1268,947,959
"10057",1626,"Cdca8",213,217,207,152,22,31,326,433,407,196,369,241
"10058",2942,"Airim",127,107,154,114,130,146,102,129,151,119,92,114
"10059",1834,"Rspo1",67,43,758,343,151,137,2528,1901,8988,5553,50,47
"10060",2350,"Gnl2",2938,2902,3303,2471,1411,1284,4222,4157,4969,4235,1247,1142
"10061",2086,"Dnali1",6,6,4,1,2,4,15,3,11,10,1,1
"10062",2325,"Snip1",610,526,266,224,229,184,758,785,484,463,220,222
"10063",876,"Meaf6",314,222,239,247,219,218,295,294,191,149,79,61
"10064",2805,"Zc3h12a",2304,1810,1818,1593,1248,1101,7490,6873,6110,6954,3372,2681
"10065",8842,"Grik3",5935,6332,700,1908,1352,2060,599,605,6,21,15,20
"10066",938,"Mrps15",407,356,398,434,319,255,620,642,529,453,314,328
"10067",2152,"Oscp1",168,126,93,95,101,124,79,76,90,111,29,8
"10068",913,"Lsm10",62,62,66,55,77,85,107,130,117,110,75,77
"10069",3861,"Stk40",5254,6384,8896,7187,4729,3564,8257,9579,8131,7173,2495,2127
"10070",1363,"Eva1b",230,319,425,397,378,413,734,797,676,808,267,256
"10071",2328,"Sh3d21",661,574,381,298,342,404,901,1014,349,377,111,78
"10072",4328,"Thrap3",2786,2422,2295,1816,1562,1776,3231,3243,2380,2187,1250,1280
"10073",3387,"Map7d1",9017,10556,12619,13539,10272,8496,5142,5995,7288,7500,1833,1709
"10074",1256,"Trappc3",853,687,866,797,788,710,1164,1259,1262,1059,722,749
"10075",4331,"Col8a2",197,168,55,71,110,91,107,111,11,4,17,7
"10076",1368,"Adprs",381,376,294,275,167,195,535,591,338,227,98,118
"10077",3116,"Gm12945",14,19,16,12,6,9,6,4,3,2,2,2
"10078",1494,"Tekt2",48,37,18,25,45,51,3,10,3,10,0,0
"10079",7635,"Ago3",338,330,376,408,398,351,321,307,268,206,196,247
"10080",7065,"Ago1",1947,1632,1640,1828,2162,2090,1552,1428,1107,995,665,642
"10081",6523,"Ago4",379,404,345,347,426,426,194,216,150,211,136,117
"10082",4982,"Clspn",213,208,177,134,55,41,299,299,299,201,745,650
"10083",2855,"5730409E04Rik",255,183,283,375,449,511,106,109,86,101,210,254
"10084",847,"Psmb2",1615,1457,1636,1546,1119,1024,2010,2048,1968,1666,1286,1218
"10085",2117,"Tfap2e",7,10,2,3,3,2,21,20,10,11,25,29
"10086",3701,"Ncdn",973,858,933,734,622,704,660,723,510,429,374,405
"10087",4982,"AU040320",615,670,524,546,552,569,1597,1664,1366,1753,1220,1327
"10088",7010,"Zmym4",1118,953,828,711,970,896,1054,1160,990,920,392,488
"10089",3705,"Sfpq",19969,18682,20261,16787,11660,11097,11091,12841,8462,7050,3367,3351
"10090",3832,"Zmym1",791,556,391,345,359,405,466,478,269,312,138,139
"10091",4134,"Zmym6",356,362,285,326,413,455,497,496,195,226,138,148
"10092",1120,"Tmem35b",104,156,149,221,204,231,114,112,89,100,57,46
"10093",3817,"Dlgap3",2,2,7,9,5,8,10,11,8,8,34,31
"10094",1022,"Smim12",283,227,237,182,249,277,238,257,88,65,63,68
"10095",1624,"Gja4",287,377,174,179,96,98,36,57,17,10,11,6
"10096",1922,"Gjb3",2610,3235,3256,3166,276,186,493,518,158,143,0,6
"10097",1445,"Gjb4",3263,5410,2476,2112,108,61,497,681,31,49,1,1
"10098",1704,"Gjb5",44,45,51,32,11,10,8,12,0,1,0,0
"10099",5372,"Zscan20",102,66,60,47,66,80,104,100,55,35,26,28
"10100",4357,"Phc2",2185,2393,2806,2272,1543,1386,2445,3186,2465,1879,490,418
"10101",3390,"A3galt2",179,191,222,208,180,137,59,112,52,60,8,6
"10102",2882,"Zfp362",1073,1003,1057,976,791,887,688,665,572,517,181,175
"10103",3198,"Trim62",679,560,834,731,567,667,255,230,77,71,62,93
"10104",1917,"Azin2",280,330,259,322,828,637,130,115,22,24,22,11
"10105",1909,"Ak2",1325,1340,1718,1369,1018,835,2197,2108,3200,2495,1987,2065
"10106",2532,"Rnf19b",7832,6610,6226,6048,4911,4021,12889,10892,12745,12876,3320,2523
"10107",1168,"Tmem54",19,11,18,10,16,10,290,276,56,34,114,99
"10108",2702,"Fndc5",5,25,35,32,43,42,38,24,20,31,102,102
"10109",1546,"S100pbp",534,478,573,568,984,841,234,272,148,200,90,88
"10110",2874,"Yars1",1520,1266,1557,1193,1271,1160,1022,1041,1714,1199,1523,1506
"10111",5187,"Nhsl3",1869,1099,1220,934,1781,1842,3325,3486,2841,3006,880,795
"10112",2038,"Sync",176,77,37,32,436,314,13,14,7,8,0,5
"10113",4407,"Rbbp4",5872,5096,5025,4028,4092,3700,4933,4913,3429,2757,1904,1661
"10114",660,"Zbtb8os",49,38,44,49,47,38,78,70,44,44,31,36
"10115",2229,"Zbtb8a",98,73,92,65,111,156,496,814,242,144,159,140
"10116",3288,"Zbtb8b",39,25,32,26,29,21,50,49,20,12,7,12
"10117",2662,"Bsdc1",2122,2011,1961,1452,1550,1640,2578,2932,3239,3053,1963,1530
"10118",558,"Fam229a",13,4,16,10,7,11,5,8,4,6,7,12
"10119",1601,"Marcksl1",27444,28252,36566,34706,23805,20148,10810,10368,10665,13468,3884,3680
"10120",1971,"Hdac1",766,811,850,729,595,504,769,901,380,335,233,265
"10121",2298,"Lck",309,229,220,190,128,73,40,57,11,13,11,8
"10122",944,"Fam167b",4,12,8,12,9,10,3,3,12,18,124,154
"10123",1109,"Eif3i",3047,2608,2565,2029,1473,1331,4086,4238,3789,3232,1957,2059
"10124",772,"Tmem234",707,579,663,645,672,620,1267,1269,1183,1016,995,1023
"10125",864,"Dcdc2b",132,101,108,117,120,122,205,208,191,194,152,174
"10126",2142,"Iqcc",217,248,286,250,248,206,117,112,67,64,52,44
"10127",840,"Ccdc28b",294,342,317,302,315,277,110,151,109,99,44,41
"10128",4948,"Txlna",3806,3354,3062,2629,2486,2435,2679,2923,2144,1743,1181,1226
"10129",5711,"Kpna6",1496,1271,1660,1426,1555,1399,1379,1326,1268,1169,901,991
"10130",1810,"Tmem39b",333,265,309,233,201,178,210,202,186,158,78,67
"10131",4783,"Khdrbs1",3823,3718,4756,3732,2809,2643,4565,4465,2650,2361,823,858
"10132",3505,"Ptp4a2",4220,3793,4324,3808,2859,2489,5803,5951,4785,4012,2070,1924
"10133",5289,"Adgrb2",572,631,845,550,332,412,13,21,7,5,0,0
"10134",5206,"Col16a1",33758,33499,31137,23911,14536,14894,3804,5309,2417,2032,1012,1453
"10135",1551,"Pef1",1042,653,770,816,1022,1004,914,885,1097,913,500,463
"10136",2316,"Hcrtr1",98,59,323,217,204,243,3,1,2,3,20,38
"10137",2175,"Tinagl1",4713,4419,11693,9826,10387,8760,1771,3027,8106,7747,2379,2067
"10138",2010,"Serinc2",1469,1059,789,813,962,947,1677,1870,678,774,688,717
"10139",640,"Fabp3",44,42,832,549,510,547,68,90,16302,20037,35474,39296
"10140",1411,"Zcchc17",309,184,245,273,292,296,274,272,276,200,248,223
"10141",1591,"Snrnp40",781,755,655,453,292,317,936,967,764,576,349,391
"10142",2552,"Nkain1",177,172,138,101,33,26,144,186,133,82,3,10
"10143",5351,"Pum1",4000,3686,4614,3784,2472,2403,4116,4064,4070,3773,1532,1445
"10144",4972,"Sdc3",3359,2334,1917,2109,3045,2871,213,242,61,96,97,72
"10145",2398,"Laptm5",15,18,39,37,6,4,13,12,6,5,9,8
"10146",5504,"Ptpru",1815,1448,290,260,502,540,192,288,107,123,13,8
"10147",1337,"Mecr",418,294,339,295,173,178,489,505,681,542,455,447
"10148",2254,"Srsf4",1935,1799,1750,1505,1311,1235,1742,1864,1103,937,450,495
"10149",1370,"Tmem200b",257,154,95,96,124,151,120,151,17,15,15,15
"10150",6923,"Epb41",1063,996,863,702,615,653,2719,3012,2696,2414,1273,1312
"10151",471,"Gm13215",17,26,16,16,10,6,38,20,21,23,12,6
"10152",4078,"Ythdf2",1905,1777,1407,1129,882,746,1710,1639,1135,1082,662,640
"10153",697,"Rps15a-ps4",85,95,76,77,53,40,119,113,91,87,30,34
"10154",6581,"Gmeb1",551,533,541,464,453,458,671,791,767,667,220,202
"10155",1350,"Taf12",196,179,216,203,221,212,300,298,254,205,178,181
"10156",735,"Rab42",5,1,8,9,7,10,15,6,19,11,10,12
"10157",606,"Snhg12",1058,828,720,576,450,433,1057,908,594,414,185,287
"10158",62,"Snora61",47,35,29,19,14,16,40,26,22,15,8,8
"10159",56,"Snord99",43,29,48,28,12,18,57,40,12,16,8,11
"10160",1130,"Trnau1ap",313,295,303,254,202,229,545,516,452,338,269,338
"10161",2327,"Rcc1",694,644,606,454,291,230,914,1114,834,635,292,341
"10162",437,"Snhg3",5,6,9,18,8,15,17,20,12,6,4,7
"10163",205,"Snora73a",28,23,19,27,6,8,68,67,31,30,21,31
"10164",4571,"Phactr4",1240,1090,1293,1006,866,853,2005,2382,2026,2154,600,545
"10165",1677,"Med18",10,11,14,9,9,5,64,62,40,26,26,27
"10166",2658,"Sesn2",1509,1436,1107,801,509,663,1097,1250,897,673,213,158
"10167",539,"Atp5if1",2107,1906,2563,2610,2183,1948,2893,2785,1842,1753,741,761
"10168",1392,"Dnajc8",1343,1112,1453,1297,1170,1081,1057,1083,683,595,395,319
"10169",1820,"Ptafr",25,34,17,10,3,0,327,339,85,125,266,344
"10170",5197,"Eya3",416,387,233,192,274,334,826,1070,669,615,469,517
"10171",4238,"Xkr8",22,27,25,13,16,19,11,22,7,20,18,41
"10172",1925,"Smpdl3b",397,335,387,226,36,21,441,399,495,289,59,67
"10173",1782,"Rpa2",585,463,420,330,219,244,424,391,297,119,345,234
"10174",2041,"Ppp1r8",654,574,457,364,302,335,598,581,257,197,140,135
"10175",2320,"Stx12",1567,1976,2044,2212,2063,1857,1800,1982,1450,1353,894,874
"10176",3046,"Fam76a",887,859,913,911,907,941,1213,1428,846,751,486,411
"10177",3353,"Fgr",12,17,21,26,19,17,48,33,4,9,2,1
"10178",6602,"Ahdc1",5056,3949,4559,3964,2915,2616,1711,1904,1368,1248,431,494
"10179",4088,"Wasf2",2549,2135,2632,2620,3091,2909,2330,2597,2287,2045,937,802
"10180",2143,"Gpr3",2984,3393,3182,2835,1193,1103,421,430,249,228,72,68
"10181",986,"Cd164l2",73,65,132,84,28,25,408,425,199,188,135,103
"10182",4333,"Map3k6",1565,1617,1388,1204,615,599,1455,1681,1407,1311,454,366
"10183",1925,"Sytl1",832,787,593,589,756,919,910,1009,1120,1060,743,795
"10184",1482,"Tmem222",312,284,288,286,178,248,553,590,624,549,407,403
"10185",4175,"Wdtc1",1074,903,668,620,648,725,1381,1626,1077,1024,596,530
"10186",4606,"Slc9a1",5478,4620,5679,4884,3500,3033,3321,3630,1710,1403,618,640
"10187",2288,"Tent5b",1017,702,2029,1918,1464,1269,658,598,744,910,309,268
"10188",1654,"Trnp1",204,230,716,656,693,690,25,14,91,93,15,27
"10189",1796,"Kdf1",346,299,382,270,256,331,485,606,525,464,267,268
"10190",1347,"Nudc",1673,1411,1195,1030,866,857,2245,2317,1410,954,640,631
"10191",2003,"Gpatch3",192,153,102,65,62,69,211,214,191,165,102,83
"10192",1356,"Gpn2",359,297,218,163,121,136,376,417,388,323,150,172
"10193",1613,"Sfn",40155,51228,35530,45413,28146,20013,22844,21922,6439,9068,1000,737
"10194",2847,"Zdhhc18",859,837,685,728,640,493,1926,2114,740,757,496,477
"10195",2941,"Pigv",79,59,103,116,109,115,136,178,91,82,91,73
"10196",8175,"Arid1a",5744,5299,5049,4256,3031,3098,4528,4882,3377,3166,1526,1657
"10197",3137,"Rps6ka1",2691,2552,2589,1972,1928,1927,1590,1870,2577,1876,2408,2835
"10198",1254,"Hmgn2",96,119,127,152,56,83,174,195,117,89,67,63
"10199",3110,"Dhdds",705,627,810,764,810,781,795,881,1150,878,758,730
"10200",4761,"Crybg2",20,6,20,3,1,2,193,189,175,144,42,42
"10201",1577,"Ubxn11",44,52,24,37,32,21,95,112,49,35,10,5
"10202",707,"Sh3bgrl3",441,449,451,470,499,418,508,528,459,397,137,129
"10203",3866,"Cep85",341,388,547,397,287,223,479,586,494,424,291,351
"10204",1727,"Catsper4",18,25,16,18,43,30,25,34,23,31,8,7
"10205",2467,"Cnksr1",870,782,1501,1386,1420,1169,1655,1688,1320,1238,261,260
"10206",1976,"Zfp593",350,350,455,404,295,236,422,362,302,243,89,98
"10207",1226,"Fam110d",137,192,43,44,15,22,59,86,220,198,124,166
"10208",4730,"Pdik1l",156,152,102,92,113,93,178,137,198,152,113,120
"10209",3313,"Slc30a2",55,66,51,29,40,37,88,74,476,456,2640,2656
"10210",4114,"Extl1",68,48,57,21,15,24,1146,889,710,598,409,506
"10211",3128,"Pafah2",278,233,315,320,386,443,416,474,487,545,324,332
"10212",1060,"Stmn1",1317,1313,976,682,347,317,1655,1774,1516,1304,681,476
"10213",2067,"Paqr7",226,125,62,82,97,103,138,180,68,68,39,20
"10214",1270,"Aunip",9,4,9,10,2,2,16,23,12,8,13,18
"10215",2139,"Mtfr1l",783,717,1054,874,815,718,1130,1061,887,716,536,519
"10216",3445,"Selenon",664,610,415,323,355,420,878,1015,768,753,308,318
"10217",4715,"Man1c1",87,123,70,52,49,50,650,721,611,867,715,816
"10218",2671,"Ldlrap1",1162,1102,1177,1064,689,593,757,771,809,813,369,418
"10219",3826,"Maco1",1679,1578,1352,1059,862,880,2240,2489,2186,2018,956,922
"10220",1096,"Tmem50a",1543,1557,1520,1782,1858,1751,1514,1486,1056,1029,536,507
"10221",1415,"Rsrp1",3633,3168,2099,1632,2437,2869,3683,4481,2341,2532,1457,1501
"10222",1276,"Syf2",739,613,511,464,596,620,718,799,710,608,270,252
"10223",4065,"Clic4",28427,41913,24009,30610,16372,12109,6451,7028,6123,5790,3078,2469
"10224",3732,"Srrm1",3844,3447,4233,3652,2404,2600,4690,4783,3705,3403,1411,1559
"10225",2151,"Ncmap",14,13,11,6,5,5,107,102,33,27,25,23
"10226",5062,"Rcan3",311,246,312,320,390,348,412,469,136,130,85,101
"10227",5025,"Nipal3",296,333,272,318,413,498,774,732,337,334,429,374
"10228",2779,"Grhl3",60,32,47,29,32,43,83,72,11,24,15,22
"10229",4012,"Ifnlr1",613,458,510,644,1318,1294,906,985,403,493,371,272
"10230",5825,"Il22ra1",11,2,6,3,4,10,3,3,2,3,0,0
"10231",5575,"Myom3",20,23,14,28,39,35,1,7,2,3,2,0
"10232",5499,"Srsf10",3454,3044,3260,2595,2164,1929,2541,2280,1571,1382,849,947
"10233",1907,"Pnrc2",1509,1262,1610,1392,1682,1779,1384,1435,968,913,747,750
"10234",2523,"Fuca1",750,712,549,581,496,495,1851,2355,889,893,521,443
"10235",1413,"Hmgcl",259,239,252,231,270,271,392,509,245,245,385,379
"10236",1537,"Gale",94,80,58,58,65,62,450,652,587,396,1132,1318
"10237",1593,"Lypla2",725,533,464,425,404,361,1508,1782,1648,1319,716,706
"10238",1538,"Pithd1",735,741,564,456,470,438,863,995,791,585,321,312
"10239",4592,"Eloa",2758,2409,1596,1377,1378,1413,2062,2358,2310,2225,5546,5932
"10240",594,"Rpl11",1418,1686,1496,1331,787,742,2502,2795,2029,1704,893,964
"10241",953,"Id3",3032,2282,381,355,295,360,1961,2058,68,67,27,28
"10242",4739,"E2f2",77,37,19,14,13,19,120,146,72,49,120,90
"10243",5582,"Asap3",644,777,609,585,452,394,412,452,62,76,184,248
"10244",1247,"Tcea3",60,67,76,103,97,93,110,108,22,27,16,14
"10245",4637,"Zfp46",1936,1802,2566,2456,4664,4261,1737,1845,1408,1233,434,352
"10246",2675,"Hnrnpr",2099,1982,2299,1930,1658,1519,1975,1936,1374,1087,755,878
"10247",1932,"Gm17388",29,12,7,5,13,12,8,10,1,1,2,4
"10248",2908,"Htr1d",1224,1464,1459,1745,792,662,28,32,4,5,1,0
"10249",7529,"Luzp1",6918,7729,13395,11984,6632,5695,3142,3245,1881,1685,677,677
"10250",3015,"Kdm1a",2745,2361,3014,2517,1722,1767,2976,3262,2532,2450,618,612
"10251",4780,"Ephb2",310,286,878,534,316,260,8,16,4,4,4,5
"10252",1062,"C1qb",4,13,14,7,2,0,2,0,1,1,1,0
"10253",1054,"C1qc",8,22,33,31,2,1,8,1,12,4,1,0
"10254",1082,"C1qa",4,32,48,41,8,3,8,6,14,10,41,44
"10255",4713,"Epha8",4,3,9,4,7,4,9,8,14,15,113,81
"10256",7192,"Zbtb40",397,273,236,217,300,338,383,499,403,264,537,571
"10257",2904,"Gm13003",5,0,4,2,3,2,132,89,15,3,8,5
"10258",3823,"Wnt4",157,136,607,491,1032,762,3375,2915,1417,897,351,264
"10259",3005,"Cdc42",6441,6282,7992,7125,6958,5675,7590,8103,7002,6683,2911,2654
