"","Length","Symbol","MCL1.DG","MCL1.DH","MCL1.DI","MCL1.DJ","MCL1.DK","MCL1.DL","MCL1.LA","MCL1.LB","MCL1.LC","MCL1.LD","MCL1.LE","MCL1.LF"
"13739",459,"2310001K24Rik",2,2,1,1,0,0,1,0,1,0,1,1
"13740",1094,"R3hdml",13,13,0,0,0,0,788,1006,3,2,0,0
"13741",843,"Hnf4aos",0,0,0,0,0,0,9,12,0,0,0,0
"13742",4358,"Hnf4a",1,0,0,0,0,0,7,7,0,0,0,0
"13743",4523,"Ttpal",881,1124,990,860,867,757,912,1008,586,489,302,301
"13744",3694,"Serinc3",8142,8782,8336,8317,7577,6718,44495,41549,27532,27578,16037,15273
"13745",951,"0610039K10Rik",5,4,4,2,0,1,27,16,4,5,5,3
"13746",1431,"Pkig",326,245,197,204,193,173,1230,1027,458,335,206,179
"13747",1626,"Ada",325,238,303,232,261,236,440,428,758,608,804,642
"13748",1774,"Ccn5",134,108,7,6,5,2,889,860,16,50,14,20
"13749",1032,"Kcnk15",0,0,0,0,0,0,0,1,0,0,0,0
"13750",832,"Rims4",0,0,0,0,0,0,3,0,0,0,0,0
"13751",2775,"Ywhab",5611,5344,6149,5639,4665,4103,5701,6040,4288,3699,2448,2491
"13752",2354,"Pabpc1l",21,21,18,13,17,10,55,57,56,76,19,15
"13753",2301,"Tomm34",1208,789,558,416,474,533,690,678,389,292,156,180
"13754",5189,"Stk4",1086,902,892,773,923,931,1088,1068,794,695,416,487
"13755",2712,"Kcns1",25,15,13,7,1,1,48,41,92,56,13,19
"13756",2324,"Wfdc5",0,0,0,0,0,0,2,1,5,10,7,2
"13757",725,"Wfdc12",6,1,19,2,1,1,550,340,1265,642,1320,683
"13758",466,"Wfdc15a",5,2,2,1,0,0,0,1,0,0,0,0
"13759",574,"Wfdc15b",0,1,0,0,0,2,3,5,0,3,0,1
"13760",1570,"Semg1",0,0,0,0,0,0,10,12,0,1,1,0
"13761",1252,"Svs3b",0,0,1,0,0,0,0,0,0,0,0,0
"13762",575,"Svs4",0,0,0,0,0,0,1,0,0,0,0,0
"13763",1200,"Svs3a",0,0,0,0,0,0,0,0,0,0,0,0
"13764",532,"Svs6",0,0,0,0,0,0,0,0,0,0,0,0
"13765",601,"Svs5",0,0,0,0,0,0,0,0,0,0,0,0
"13766",876,"Slpi",26424,20667,3025,4862,1751,1814,2794,3191,2940,3456,2582,1331
"13767",2571,"Matn4",1799,1635,717,669,418,399,74,57,11,29,9,6
"13768",2456,"Rbpjl",46,35,12,16,32,42,22,9,4,11,6,20
"13769",2460,"Sdc4",34384,33230,37890,42287,41108,31472,34144,34349,21007,26182,15866,13596
"13770",1608,"Sys1",778,739,713,660,494,485,811,965,562,503,411,421
"13771",928,"Trp53tg5",18,12,12,10,15,12,7,6,7,2,2,1
"13772",4069,"Dbndd2",1038,801,634,705,1344,1219,1273,1344,363,473,83,106
"13773",2557,"Pigt",2305,1964,1810,1465,1042,1062,2587,2902,2407,2162,1212,1218
"13774",708,"Wfdc2",530,346,128,138,121,142,4510,4982,219,422,231,300
"13775",554,"Spint3",0,0,0,0,0,0,2,2,0,3,0,0
"13776",867,"Wfdc6a",0,0,0,1,0,0,0,0,0,0,0,0
"13777",755,"Eppin",2,1,1,1,0,0,0,0,1,6,0,0
"13778",1794,"Wfdc8",3,5,10,5,1,0,0,1,11,11,0,0
"13779",807,"Wfdc6b",0,1,0,0,0,0,0,0,0,1,1,0
"13780",1121,"Wfdc16",0,0,0,0,0,0,0,0,2,2,0,0
"13781",540,"Wfdc9",0,0,0,0,0,0,0,0,0,0,0,0
"13782",459,"Wfdc10",0,0,0,0,0,0,0,0,0,0,0,0
"13783",617,"Wfdc11",0,0,0,0,0,0,0,0,0,0,0,0
"13784",1074,"Wfdc13",0,0,0,0,0,0,0,1,0,0,0,0
"13785",746,"Spint4",0,0,0,0,0,0,0,0,0,0,0,0
"13786",443,"Spint5",0,0,0,0,0,0,0,0,0,0,0,0
"13787",820,"Wfdc3",19,23,39,33,10,15,663,660,906,1187,1149,1092
"13788",1245,"Dnttip1",446,475,383,322,319,365,869,987,559,533,247,236
"13789",931,"Ube2c",179,218,165,93,31,17,253,412,364,187,463,283
"13790",693,"Tnnc2",5,9,6,8,8,6,19,10,4,6,2,1
"13791",1520,"Snx21",219,224,160,155,204,230,238,260,113,143,54,85
"13792",1151,"Acot8",246,164,243,184,225,211,314,364,233,264,160,193
"13793",2689,"Zswim3",143,83,114,98,126,93,58,61,16,19,22,24
"13794",2701,"Zswim1",237,183,183,138,138,148,154,159,129,106,61,75
"13795",783,"Spata25",40,33,44,32,36,22,0,0,0,1,0,0
"13796",1156,"Neurl2",103,93,118,123,105,89,15,10,5,8,1,7
"13797",3674,"Ctsa",1897,2064,1687,1696,1508,1448,2260,2534,3544,4261,2276,2388
"13798",1806,"Pltp",3381,3667,4522,4859,5134,4639,78,161,26,28,15,25
"13799",2752,"Pcif1",1178,919,949,980,1003,1031,1260,1209,683,652,370,376
"13800",4570,"Zfp335",1793,1574,1901,1516,1200,1153,1541,1770,2151,1790,744,738
"13801",1121,"Zfp335os",36,27,23,14,23,29,21,23,26,18,7,6
"13802",3139,"Mmp9",6,3,13,5,0,1,10,18,4,4,2,1
"13803",6023,"Slc12a5",20,18,13,23,13,10,35,76,21,38,17,9
"13804",3091,"Ncoa5",1147,1054,832,715,521,569,1472,1636,642,548,203,221
"13805",1784,"Cd40",6,10,7,7,7,1,18,24,6,1,1,1
"13806",702,"1700025C18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"13807",3586,"Cdh22",1,0,0,0,0,0,1,0,0,0,0,0
"13808",2109,"Slc35c2",396,315,389,307,336,365,632,699,1117,915,1318,1499
"13809",5871,"Elmo2",1619,1262,1359,1451,1911,1836,734,806,412,309,331,366
"13810",3311,"Zfp663",1,1,0,0,0,0,0,1,0,0,0,0
"13811",5033,"Zfp334",160,110,41,34,20,49,489,483,24,32,13,3
"13812",1956,"Ocstamp",0,1,0,2,0,0,28,56,3,4,1,0
"13813",3224,"Slc13a3",1,2,3,9,1,2,27,19,4,0,1,3
"13814",1868,"Trp53rka",137,184,160,137,85,74,346,351,154,132,56,57
"13815",3347,"Slc2a10",148,168,240,233,164,140,31,34,3,3,4,1
"13816",2364,"Eya2",3536,3429,2152,2283,2416,2418,1291,1471,357,381,460,502
"13817",6664,"Zmynd8",1887,2238,2305,2566,2079,2056,1160,1539,959,1283,1254,1236
"13818",7531,"Ncoa3",2007,1622,1423,1379,1913,1958,1604,1637,1963,2144,1605,1911
"13819",4133,"Sulf2",369,293,546,396,264,304,4375,4069,1223,1056,1122,1163
"13820",383,"Gm11468",0,0,0,0,0,0,4,5,1,0,0,0
"13821",1636,"5031425F14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"13822",6530,"Prex1",128,129,137,95,51,63,1074,1540,715,535,364,359
"13823",4413,"Trp53rkb",102,113,102,76,47,59,182,240,147,120,30,42
"13824",8777,"Arfgef2",785,604,934,687,974,957,1437,1755,3310,2655,2719,2776
"13825",3604,"Cse1l",2228,2191,2255,1788,1528,1326,2703,2686,2202,1642,1300,1264
"13826",2995,"Stau1",5143,5138,4859,4249,3330,3062,3219,3335,2544,2258,1090,1057
"13827",2592,"Ddx27",2067,1840,1805,1390,852,818,1895,1865,1732,1353,656,792
"13828",7218,"Znfx1",644,534,363,317,617,601,778,872,391,359,490,604
"13829",738,"Zfas1",1400,1371,892,678,642,734,2003,1847,1018,929,283,415
"13830",66,"Snord12",27,19,20,10,7,7,20,15,5,7,6,11
"13831",11153,"Kcnb1",108,153,13,17,13,17,61,52,2,1,2,2
"13832",1751,"Ptgis",14,15,4,1,1,3,5,2,0,2,1,2
"13833",4205,"B4galt5",253,260,187,157,86,72,29,33,111,146,195,176
"13834",4510,"Slc9a8",644,582,423,381,377,416,883,1023,735,604,511,568
"13835",3996,"Spata2",1855,1418,1214,916,948,1030,1151,1328,1394,1164,996,824
"13836",3001,"Rnf114",2072,2124,2120,1786,1578,1345,2167,2430,1313,1130,741,685
"13837",1589,"Snai1",273,298,146,181,132,122,268,281,103,124,141,198
"13838",1950,"Ube2v1",455,408,478,437,327,360,385,464,433,363,192,204
"13839",1700,"Peds1",625,565,558,496,462,421,1240,1454,1069,1016,1439,1531
"13840",1504,"Cebpb",19718,19043,15656,13838,8571,7458,11134,11474,12182,10420,7070,5323
"13841",2140,"A530013C23Rik",43,55,27,43,28,20,20,33,18,14,22,23
"13842",4213,"Ptpn1",3136,3529,2970,2544,2269,2077,4532,5517,1708,1457,1296,1357
"13843",2935,"Ripor3",9,21,28,19,10,6,40,55,42,47,3,4
"13844",3399,"Pard6b",875,551,693,502,359,260,1859,2785,4844,4896,1024,721
"13845",1309,"E130018N17Rik",0,0,2,1,0,4,0,0,0,0,0,0
"13846",4903,"Adnp",3709,3851,3268,2926,2992,2875,3348,3956,2750,2438,1112,963
"13847",2293,"Dpm1",764,678,932,896,776,730,808,827,750,754,554,561
"13848",1682,"Mocs3",186,152,132,111,61,75,157,179,145,97,108,72
"13849",2316,"Kcng1",4,1,6,1,1,0,0,0,0,1,0,0
"13850",8348,"Nfatc2",2297,2448,3223,4289,14652,11334,1544,1645,395,385,47,56
"13851",1516,"Gm10724",5,1,0,2,1,2,2,0,0,0,0,0
"13852",3529,"Atp9a",2419,1903,1319,1420,1514,1504,2779,2654,1133,1214,692,658
"13853",5073,"Sall4",1,0,0,0,0,0,0,0,0,0,0,0
"13854",2753,"Zfp64",199,223,206,148,107,125,314,418,382,308,132,132
"13855",472,"1700017J07Rik",0,0,0,0,0,0,0,0,0,0,0,0
"13856",5113,"Tshz2",3692,3866,5666,5720,5579,5405,84,105,26,37,11,15
"13857",1175,"AY702102",1,3,4,3,1,2,0,0,0,0,0,0
"13858",2106,"A630075F10Rik",15,8,21,30,29,21,0,0,0,0,0,0
"13859",5843,"Zfp217",929,832,1602,1358,1294,1079,2143,2528,1707,1335,954,585
"13860",1450,"Gm17619",3,1,2,2,0,0,47,40,45,26,35,27
"13861",3090,"Bcas1",38,18,23,20,20,22,32,17,15,53,11,7
"13862",1174,"Bcas1os2",0,0,0,0,2,0,0,1,0,0,0,0
"13863",3296,"Cyp24a1",14,39,25,35,24,19,312,443,50,86,36,40
"13864",1059,"Pfdn4",444,485,645,519,324,312,398,394,462,374,172,174
"13865",3172,"Gm16796",27,17,36,34,10,9,12,16,21,11,7,5
"13866",1395,"4930470P17Rik",0,0,2,0,0,0,0,0,0,0,0,0
"13867",1774,"Dok5",13,9,15,6,6,6,0,0,0,1,0,0
"13868",856,"1700028P15Rik",0,0,0,0,0,0,0,0,0,0,0,0
"13869",2799,"Cbln4",0,0,0,0,0,0,0,0,0,0,0,0
"13870",2623,"Mc3r",0,0,0,0,0,0,0,0,0,0,0,0
"13871",3605,"Fam210b",681,640,827,586,497,502,3248,2931,4705,3975,2730,2668
"13872",1905,"Aurka",190,127,93,69,36,37,175,161,130,99,221,181
"13873",1820,"Cstf1",268,236,209,168,145,188,349,376,266,222,214,188
"13874",4437,"Cass4",0,1,0,0,0,0,0,0,0,1,0,0
"13875",2142,"Rtf2",941,708,744,768,894,881,1156,1263,1063,1003,503,504
"13876",2220,"Gcnt7",1,0,1,0,1,1,1,1,2,0,3,0
"13877",649,"Fam209",3,9,11,8,6,9,7,2,10,5,0,0
"13878",3069,"Tfap2c",6586,5286,7263,6615,7089,7677,1698,1940,2229,2210,850,794
"13879",1968,"Bmp7",2824,2004,2581,1787,1002,1078,37,44,57,22,21,10
"13880",1755,"Spo11",4,7,6,6,6,3,5,0,3,0,0,0
"13881",1742,"Rae1",677,531,594,506,389,391,536,577,526,424,222,244
"13882",1777,"Rbm38",3677,2360,3636,3136,1934,1975,428,496,430,389,87,86
"13883",3217,"Ctcfl",10,14,67,68,26,30,0,0,0,0,0,0
"13884",3476,"Ctcflos",8,12,41,42,33,18,0,0,0,0,0,0
"13885",2617,"Pck1",2,3,15,25,15,4,0,1,0,0,0,0
"13886",2162,"Zbp1",56,57,40,37,15,8,129,139,77,81,93,103
"13887",4531,"Pmepa1",14228,19716,10213,11019,2545,1332,8195,8420,1716,1646,758,916
"13888",641,"Cimip1",0,0,0,0,0,0,0,0,0,0,0,0
"13889",1167,"Ankrd60",1,4,0,1,1,2,0,0,0,0,0,0
"13890",4466,"Ppp4r1l-ps",133,177,144,128,121,146,141,173,80,83,42,21
"13891",1909,"Rab22a",761,678,754,718,630,597,918,1098,974,981,332,281
"13892",896,"1700010B08Rik",0,0,0,1,0,0,0,0,0,0,0,0
"13893",6969,"Vapb",1623,1315,2062,2128,2476,2219,1241,1320,1704,1499,1318,1293
"13894",3736,"Stx16",1135,1096,1157,1151,1179,1093,1576,1759,1358,1351,800,888
"13895",2097,"Npepl1",2241,1923,1858,1709,1340,1472,1300,1433,1297,1132,526,523
"13896",874,"Gm10714",0,0,1,1,0,0,0,0,0,0,0,2
"13897",626,"Gm19544",1,5,7,5,0,1,1,5,0,0,1,0
"13898",79,"Mir296",0,0,0,0,0,0,0,0,0,0,0,0
"13899",82,"Mir298",0,0,0,0,0,0,0,0,0,0,0,0
"13900",2248,"Gnasas1",1,2,4,0,0,0,3,2,1,0,1,1
"13901",6061,"Gnas",20523,21222,22918,20278,16227,14101,13910,15817,14795,14059,9674,9621
"13902",2279,"Nelfcd",404,296,480,394,361,334,476,518,409,334,318,324
"13903",1393,"Ctsz",2291,2242,2391,2084,1785,1503,2136,2417,2054,1942,3477,3375
"13904",1406,"Tubb1",2,1,9,7,6,7,2,0,1,0,1,0
"13905",414,"Atp5f1e",2027,1899,2771,2511,1587,1350,2659,2505,2298,2350,1835,1859
"13906",1389,"Prelid3b",754,734,842,637,620,505,793,862,830,621,717,715
"13907",9807,"Zfp831",1,0,0,0,0,0,0,0,0,0,0,0
"13908",2963,"Edn3",6,7,0,0,1,0,0,0,0,0,0,0
"13909",625,"Gm14393",11,4,10,19,23,16,12,8,7,9,4,4
"13910",1743,"Gm14399",62,55,69,97,96,101,53,48,31,39,22,20
"13911",1665,"Gm14443",0,0,0,0,0,0,0,0,0,0,0,0
"13912",3055,"Gm14391",8,7,9,19,20,17,8,11,9,9,6,2
"13913",3382,"Zfp1009",11,21,14,24,22,24,18,12,18,17,5,7
"13914",1458,"Zfp968",4,2,0,3,2,2,3,0,2,0,0,0
"13915",4538,"Gm4724",0,0,0,0,0,0,0,0,0,0,0,0
"13916",1473,"Zfp973",2,0,3,1,5,1,1,0,1,0,0,1
"13917",3383,"Gm14288",47,33,41,47,57,54,39,49,19,14,26,12
"13918",3788,"Gm6710",100,98,124,135,147,125,70,77,58,43,33,30
"13919",3586,"Zfp966",6,13,12,15,11,10,10,6,4,2,5,6
"13920",4539,"Gm2026",34,25,38,33,71,44,20,25,14,14,8,12
"13921",2179,"Gm2004",0,0,1,0,2,0,1,1,1,1,2,0
"13922",1127,"Zfp968-ps",2,6,8,11,9,9,7,4,9,5,1,6
"13923",4538,"Gm14434",0,0,0,0,0,0,0,0,0,0,0,0
"13924",3586,"Zfp967",9,4,8,5,11,14,10,12,12,5,2,5
"13925",1628,"Gm14308",2,5,7,12,7,10,6,6,2,1,4,4
"13926",1295,"Zfp965",0,0,0,0,0,0,0,0,0,0,0,0
"13927",1621,"Gm14305",1,1,0,0,2,0,0,1,0,0,1,0
"13928",1311,"Gm14295",0,0,2,3,3,2,1,1,3,1,1,0
"13929",1699,"Gm14405",4,1,7,2,7,8,5,4,2,2,2,1
"13930",1440,"Gm14419",0,0,0,0,1,1,0,2,0,0,0,0
"13931",4664,"Zfp970",144,112,91,110,160,168,140,132,70,50,51,80
"13932",3712,"Gm14403",64,70,27,59,51,91,36,58,34,33,10,17
"13933",1497,"Gm14406",0,0,1,0,0,0,0,0,0,0,2,0
"13934",4020,"Gm14322",116,116,92,104,134,134,64,55,53,68,29,36
"13935",4376,"Gm14325",119,151,158,201,255,247,119,139,83,65,29,32
"13936",1101,"Zfp1003",0,1,0,0,1,0,0,1,0,0,0,0
"13937",4725,"Gm14326",65,74,60,77,122,98,65,50,21,26,9,19
"13938",4206,"Zfp971",97,102,72,116,143,142,103,75,52,50,60,61
"13939",1779,"Zfp931",58,47,47,56,66,77,52,40,21,21,19,19
"13940",5700,"Phactr3",5,0,3,1,1,1,6,9,23,12,0,0
"13941",5688,"Sycp2",5,4,2,4,1,1,0,1,0,0,0,0
"13942",3267,"Ppp1r3d",187,155,138,103,82,75,2,8,2,1,0,0
"13943",2280,"Fam217b",33,18,31,25,7,14,0,0,2,3,2,0
"13944",2891,"Cdh26",0,0,0,0,0,0,0,0,1,0,0,0
"13945",735,"4930591A17Rik",0,0,0,0,0,0,0,0,0,0,0,0
"13946",6343,"Cdh4",28,18,21,16,11,10,3,6,0,0,2,1
"13947",4422,"Taf4",1049,758,850,651,483,539,1017,1064,822,804,508,495
"13948",1905,"4921531C22Rik",55,39,46,36,50,54,32,40,19,30,37,32
"13949",2534,"Lsm14b",870,778,882,690,758,804,853,818,834,754,521,523
"13950",881,"Psma7",2817,2174,2317,2147,1604,1408,3335,3465,3082,2777,1513,1588
"13951",4369,"Ss18l1",369,326,251,193,194,208,289,299,186,201,100,113
"13952",1699,"Mtg2",184,105,113,112,138,182,276,263,211,155,175,157
"13953",2432,"Hrh3",5,2,3,0,0,2,4,5,0,0,0,0
"13954",2745,"Osbpl2",596,420,453,363,441,548,936,1000,1223,1157,1027,982
"13955",1429,"Adrm1",537,404,508,416,260,309,501,547,511,483,189,203
"13956",11388,"Lama5",14718,11941,4066,3955,3682,3950,21284,25695,5910,8034,4604,4585
"13957",391,"Rps21",1340,1375,1136,957,641,562,1674,1996,1543,1401,578,581
"13958",76,"Mir3091",10,2,12,2,3,3,3,8,7,5,2,1
"13959",2945,"Cables2",984,797,746,638,534,512,699,776,528,493,246,252
"13960",2319,"Rbbp8nl",1,0,2,2,0,4,65,67,45,45,74,85
"13961",3302,"Gata5",1,0,1,0,0,0,0,1,0,0,0,0
"13962",1678,"Gata5os",0,0,0,0,0,0,1,0,0,0,0,0
"13963",1336,"B230312C02Rik",2,10,17,33,15,22,0,0,0,0,0,0
"13964",2019,"Mir1a-1hg",1,2,2,4,2,2,0,0,0,0,0,0
"13965",77,"Mir1a-1",0,0,0,0,0,0,0,0,0,0,0,0
"13966",104,"Mir133a-2",0,0,0,0,0,0,0,0,0,0,0,0
"13967",3087,"Slco4a1",220,150,217,191,128,133,71,83,35,32,18,23
"13968",3916,"Ntsr1",0,0,0,0,0,0,0,0,0,0,0,0
"13969",1192,"Mrgbp",167,142,155,142,117,116,218,244,163,113,74,92
"13970",2288,"Ogfr",2121,1809,2737,2229,1658,1669,1469,1681,1640,1333,612,646
"13971",2846,"Col9a3",4191,6872,5854,5128,2767,2806,1149,1503,415,395,78,73
"13972",2208,"Tcfl5",16,11,18,20,17,11,0,5,2,2,0,0
"13973",12416,"Dido1",3771,3661,3025,2549,2426,2067,2365,2533,1576,1474,603,727
"13974",1850,"Gid8",371,296,367,333,366,330,433,456,364,308,226,233
"13975",2197,"Slc17a9",24,28,15,21,10,4,165,229,109,93,214,224
"13976",2520,"Bhlhe23",2,0,0,0,0,0,0,0,0,0,0,0
"13977",1913,"Gm14340",0,0,0,0,0,0,0,0,0,0,0,0
"13978",68,"Mir124a-3",0,0,0,0,0,0,0,0,0,0,0,0
"13979",3171,"Ythdf1",3411,3133,3305,2478,2174,2189,2079,2257,2039,1825,1377,1233
"13980",1178,"Birc7",0,0,0,0,0,0,0,0,0,0,0,0
"13981",950,"Nkain4",2,1,0,0,0,0,0,0,0,0,0,0
"13982",2993,"Arfgap1",966,911,747,691,579,677,1100,1286,1249,1134,960,1017
"13983",4189,"Col20a1",35,55,40,58,38,49,177,209,64,64,57,46
"13984",4437,"Chrna4",0,1,1,2,0,2,0,0,0,0,0,0
"13985",6477,"Kcnq2",0,0,0,0,0,0,0,0,0,0,0,0
"13986",2046,"Eef1a2",1,1,0,0,0,0,1,2,0,0,0,0
"13987",797,"Ppdpf",556,494,750,725,517,513,632,685,479,517,294,283
"13988",2286,"Ptk6",3,12,7,14,3,4,3,2,3,1,0,0
"13989",2547,"Srms",13,21,14,20,8,8,6,13,0,2,2,1
"13990",1381,"Fndc11",1,2,1,4,0,1,0,1,0,0,1,0
"13991",10109,"Helz2",5704,5811,2268,2378,3311,3206,1965,2617,887,908,824,757
"13992",4050,"Gmeb2",1097,1081,1105,940,805,770,1263,1352,1103,1102,468,504
"13993",1136,"Stmn3",0,1,0,1,0,0,0,0,0,0,0,0
"13994",4439,"Rtel1",644,583,548,425,300,337,597,619,490,406,391,361
"13995",2596,"Arfrp1",881,695,815,662,647,632,1174,1194,831,745,364,386
"13996",2511,"Zgpat",979,920,718,662,595,737,1107,1194,626,577,314,414
"13997",1959,"Lime1",752,712,487,508,405,464,772,862,433,410,263,243
"13998",2986,"Slc2a4rg-ps",145,123,65,54,79,85,197,185,70,65,27,27
"13999",3336,"Zbtb46",129,109,144,116,56,35,201,176,109,83,10,19
"14000",1775,"Abhd16b",2,3,9,1,2,2,5,8,2,1,4,10
"14001",2306,"Tpd52l2",1300,1188,1391,1268,1368,1156,1706,1893,1171,1112,519,586
"14002",3674,"Dnajc5",2622,2372,2499,2055,1592,1486,3053,3199,2668,2631,1643,1714
"14003",1811,"Uckl1",681,597,716,780,912,781,520,552,176,229,146,160
"14004",2270,"Uckl1os",29,24,44,25,28,55,58,72,8,21,27,10
"14005",5372,"Zfp512b",988,895,1721,1344,1080,1034,1462,1796,1511,1480,529,594
"14006",2099,"Samd10",51,32,15,14,11,5,447,437,230,210,118,139
"14007",3055,"Prpf6",1074,955,897,763,931,907,1245,1492,1046,979,577,566
"14008",1619,"Sox18",102,115,59,44,44,104,12,26,6,4,5,8
"14009",1163,"Tcea2",99,96,107,110,64,71,106,117,52,41,14,8
"14010",1457,"Rgs19",373,309,642,590,460,420,294,337,362,241,150,171
"14011",716,"Lkaaear1",1,0,0,0,0,0,0,0,0,0,0,0
"14012",3314,"Oprl1",5,8,18,25,11,5,0,0,1,3,0,1
"14013",6395,"Myt1",0,0,0,3,0,0,14,15,8,8,14,14
"14014",3509,"Pcmtd2",565,794,607,841,868,1011,757,761,471,751,333,287
"14015",2925,"Polr3k",479,358,426,385,382,354,858,789,940,679,706,656
"14016",2550,"Gm14496",0,0,0,0,0,0,1,0,0,0,0,0
"14017",4180,"Hnf4g",0,0,0,1,0,1,0,0,0,0,0,0
"14018",1533,"1110015O18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"14019",1997,"Gm17308",0,1,0,0,1,0,0,0,0,0,0,0
"14020",783,"2700069I18Rik",3,3,6,2,3,3,0,0,0,0,0,0
"14021",13874,"Zfhx4",1118,1169,774,564,1120,1061,81,75,8,3,10,6
"14022",2270,"Pex2",321,248,207,225,222,288,552,516,565,503,478,508
"14023",788,"1700008P02Rik",0,0,0,0,0,0,0,0,0,0,0,0
"14024",3683,"Pkia",1088,1020,440,598,932,874,216,183,122,177,17,23
"14025",3361,"Zc2hc1a",832,616,563,700,1249,1456,312,343,104,178,55,57
"14026",2475,"Il7",142,109,115,136,120,154,22,31,13,12,2,4
"14027",436,"1700010I02Rik",0,0,0,0,0,0,0,0,0,0,0,0
"14028",3174,"5330432E05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"14029",1712,"Gm6194",43,51,30,37,19,34,73,96,67,69,81,92
"14030",1904,"Stmn2",87,100,25,26,18,31,18,27,2,2,2,4
"14031",2205,"Hey1",424,320,161,93,107,114,961,712,21,11,4,16
"14032",722,"Mrps28",313,241,325,292,205,171,591,509,472,414,409,397
"14033",2543,"Tpd52",1059,1207,1466,1275,699,641,3389,3712,4667,3840,4695,5173
"14034",848,"4930539M17Rik",0,1,1,0,0,0,2,1,0,2,0,0
"14035",7449,"Zbtb10",2555,1967,2400,1633,1869,2033,1550,1647,1827,1531,1090,833
"14036",3135,"C030034L19Rik",3,5,1,2,0,0,0,6,3,3,0,0
"14037",13844,"Zfp704",1660,1902,1146,1054,1054,1012,2192,2341,764,806,253,231
"14038",8256,"Pag1",357,452,382,257,228,236,1006,869,244,178,175,202
"14039",932,"Fabp5",591,652,622,466,347,316,271,256,186,105,394,476
"14040",1660,"Myef2l",545,504,536,507,457,405,236,300,195,149,149,154
"14041",1364,"Pmp2",2,3,6,3,0,0,0,1,0,0,0,1
"14042",581,"Fabp9",1,0,1,4,2,2,0,1,0,0,0,0
"14043",642,"Fabp4",3927,6815,2526,4035,2428,2518,940,1563,355,429,245,273
"14044",2512,"Fabp12",0,0,0,1,1,1,0,1,0,0,0,0
"14045",2601,"Impa1",1090,1013,1669,1553,1575,1363,811,885,798,771,686,706
"14046",3923,"Slc10a5",4,1,0,0,1,0,77,73,1,0,12,6
"14047",1591,"Zfand1",107,121,156,167,150,162,249,226,138,137,59,68
"14048",1790,"Chmp4c",301,257,105,95,113,107,506,452,208,198,81,80
"14049",2654,"Snx16",307,276,210,152,196,201,322,403,307,246,109,76
"14050",1523,"Gm10745",0,0,0,0,0,0,0,0,0,0,0,0
"14051",2680,"Ralyl",0,0,0,0,0,0,0,0,0,0,0,0
"14052",1077,"4930539N22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"14053",14357,"Gm6300",0,0,0,0,0,0,0,0,0,0,0,0
"14054",1730,"Slc7a12",0,0,0,0,0,0,0,0,0,0,0,0
"14055",5930,"Lrrcc1",362,325,326,340,367,378,307,316,311,332,94,123
"14056",1749,"E2f5",431,402,445,369,281,286,518,497,499,392,174,168
"14057",401,"Rbis",68,46,103,99,45,57,59,81,84,85,26,27
"14058",2299,"Car13",1338,1447,2197,2525,2465,1934,552,507,589,524,291,257
"14059",1248,"Car1",0,0,0,0,0,0,0,0,0,0,0,0
"14060",1537,"Car3",12,4,2,0,9,3,7,5,0,0,0,0
"14061",1790,"Car2",47,67,322,128,36,45,1349,2162,6600,5098,2959,2647
"14062",1581,"A930001A20Rik",0,0,0,0,0,0,0,0,1,0,0,0
"14063",618,"Sirpd",0,0,0,0,0,0,0,0,0,0,0,0
"14064",1232,"Sirpb1a",0,2,0,0,0,0,1,0,0,0,0,0
"14065",1496,"Sirpb1b",1,0,0,0,0,0,0,0,0,0,0,0
"14066",1456,"Sirpb1c",0,0,0,2,1,0,2,1,1,1,2,1
"14067",913,"Gm5150",0,0,0,0,0,0,0,1,0,0,1,0
"14068",5313,"Ythdf3",3178,2946,3494,3084,2953,2828,2868,3056,3120,2820,1687,1752
"14069",3385,"Gm10742",0,0,3,5,8,7,0,0,0,0,0,0
"14070",1363,"Mir124-2hg",1,0,1,3,4,4,0,0,0,0,0,0
"14071",109,"Mir124a-2",0,0,0,0,0,0,0,0,0,0,0,0
"14072",509,"Cypt12",0,0,0,0,0,0,0,0,0,0,0,0
"14073",3190,"Bhlhe22",3,0,4,0,0,0,1,0,0,0,0,0
"14074",2166,"Cyp7b1",156,187,385,329,213,239,8,9,4,7,7,2
"14075",646,"4930433B08Rik",0,0,0,0,0,0,0,0,0,0,0,0
"14076",456,"Gm6369",0,0,0,0,0,0,0,0,0,0,0,0
"14077",2931,"Armc1",553,474,690,648,766,771,487,534,545,361,473,427
"14078",3099,"Mtfr1",1281,1230,1350,1120,1109,920,1265,1395,1439,1263,1126,1037
"14079",3638,"Pde7a",866,856,1034,1002,724,719,632,538,746,924,684,724
"14080",1068,"Dnajc5b",0,0,0,4,1,0,0,1,0,2,0,0
"14081",1787,"Trim55",0,0,0,1,0,0,0,1,26,47,33,29
"14082",1320,"Crh",0,0,0,0,0,0,0,0,0,0,0,0
"14083",4114,"4632415L05Rik",112,73,81,83,140,162,109,115,152,138,218,251
"14084",1242,"Gm17771",2,3,0,1,1,4,22,14,0,0,2,4
