"","Length","Symbol","MCL1.DG","MCL1.DH","MCL1.DI","MCL1.DJ","MCL1.DK","MCL1.DL","MCL1.LA","MCL1.LB","MCL1.LC","MCL1.LD","MCL1.LE","MCL1.LF"
"1",3634,"Xkr4",438,300,65,237,354,287,0,0,0,0,0,0
"2",3259,"Gm19938",1,0,1,1,0,4,0,0,0,0,0,0
"3",1634,"Gm10568",0,0,0,0,0,0,0,0,0,0,0,0
"4",9747,"Rp1",1,1,0,0,0,0,10,3,10,2,0,0
"5",3130,"Sox17",106,182,82,105,43,82,16,25,18,8,3,10
"6",4203,"Mrpl15",309,234,337,300,290,270,560,464,489,328,307,342
"7",2433,"Lypla1",652,515,948,935,928,791,826,862,668,646,544,581
"8",799,"Gm19860",0,1,0,0,0,0,0,1,2,0,2,2
"9",2847,"Tcea1",1604,1495,1721,1317,1159,1066,1334,1258,1068,926,508,500
"10",2241,"Rgs20",4,2,14,4,2,2,170,165,138,60,27,15
"11",1976,"Atp6v1h",769,752,1062,987,995,903,1381,1430,1762,1570,1330,1296
"12",4707,"Oprk1",0,0,0,0,0,0,0,0,0,0,0,0
"13",3692,"Npbwr1",2,0,0,0,0,0,0,0,0,0,0,0
"14",7046,"Rb1cc1",1494,1412,1157,967,1603,1577,1262,1336,1288,1278,717,622
"15",858,"Alkal1",0,0,0,0,0,0,0,0,0,0,0,0
"16",6161,"St18",0,0,0,1,0,0,0,0,1,0,0,0
"17",5232,"Pcmtd1",1344,1242,1374,1593,2029,1982,1085,961,1036,1144,1427,1459
"18",4193,"Sntg1",1,0,1,0,0,0,0,0,0,0,0,0
"19",2048,"Rrs1",1691,1808,2127,1653,793,544,1207,1071,1076,948,383,409
"20",3139,"Adhfe1",18,15,15,21,24,24,26,55,172,197,247,252
"21",1246,"2610203C22Rik",5,3,3,4,17,12,19,15,27,53,18,12
"22",3187,"Vxn",17,6,15,18,84,77,5,8,9,7,6,5
"23",3564,"Mybl1",764,537,286,262,358,282,256,311,140,141,39,49
"24",5179,"Vcpip1",1501,1378,1137,1021,1181,956,1475,1636,1446,1290,473,432
"25",1494,"1700034P13Rik",2,1,1,2,0,1,0,0,2,0,2,1
"26",5622,"Sgk3",280,232,145,146,212,232,207,168,55,58,42,36
"27",2553,"Mcmdc2",6,3,6,4,9,8,0,1,0,0,1,0
"28",407,"Snhg6",352,366,424,362,195,153,405,375,206,192,93,93
"29",74,"Snord87",10,11,11,14,8,3,8,5,3,2,3,0
"30",501,"Tcf24",14,10,4,7,2,3,1,1,4,0,3,1
"31",1502,"Ppp1r42",1,0,1,0,1,0,1,1,1,6,1,1
"32",1240,"Cops5",1134,1051,1174,1031,956,818,1531,1714,1426,1219,734,763
"33",4354,"Cspp1",670,606,493,434,542,551,561,623,466,497,251,266
"34",7042,"Arfgef1",3447,3604,3304,2975,2983,2772,3703,3534,3018,3079,2290,2213
"35",1930,"Cpa6",92,121,89,61,71,63,0,0,0,0,0,0
"36",11187,"Prex2",388,553,145,147,137,161,137,151,24,38,62,43
"37",8293,"A830018L16Rik",16,9,2,2,0,2,5,2,2,9,0,0
"38",3200,"Gm17644",0,0,0,0,0,0,0,0,0,0,0,0
"39",4864,"Sulf1",884,965,331,535,437,372,42,63,10,11,18,17
"40",8512,"Slco5a1",38,15,23,9,10,5,13,7,18,8,1,0
"41",2593,"Prdm14",8,11,13,12,18,15,5,9,5,3,0,0
"42",8213,"Ncoa2",2356,2516,3180,2743,3210,3146,2359,2541,1445,1268,719,740
"43",2888,"Tram1",1477,1481,1409,1290,1026,945,2333,2717,3945,3090,4555,4628
"44",1889,"Lactb2",141,119,135,122,180,177,293,332,201,182,344,377
"45",1926,"Xkr9",0,0,0,0,0,0,0,0,0,0,4,4
"46",1245,"Gm5523",0,2,2,0,0,2,1,4,1,0,3,4
"47",4345,"Eya1",280,388,412,366,497,619,1,2,1,1,0,1
"48",1717,"Msc",5,2,3,2,2,1,55,44,36,16,1,2
"49",4263,"Trpa1",0,0,0,0,0,0,0,0,0,0,0,0
"50",5309,"Kcnb2",4,0,0,1,0,1,1,0,0,0,0,0
"51",1633,"Terf1",270,235,181,146,169,221,214,220,150,137,154,121
"52",2748,"Sbspon",733,924,382,393,245,244,10,13,3,19,0,1
"53",572,"Gm7634",1,1,2,0,0,0,1,1,0,0,0,0
"54",717,"4930444P10Rik",3,0,1,1,2,1,1,0,0,0,0,0
"55",934,"Rpl7",13915,16804,14309,12427,9690,8652,15065,14918,12087,10919,3834,3766
"56",2295,"Rdh10",2322,1860,1809,1253,1278,1388,541,760,620,609,114,108
"57",2890,"Stau2",395,419,533,464,439,362,422,489,469,357,191,222
"58",2354,"Ube2w",750,719,712,650,842,717,411,404,345,335,208,226
"59",955,"Eloc",3119,2920,2716,2221,2115,1980,1347,1240,923,805,549,523
"60",2788,"D030040B21Rik",1,1,2,4,0,1,0,0,1,0,0,0
"61",1732,"Tmem70",485,428,605,522,503,467,438,385,417,375,448,506
"62",603,"Ly96",33,21,54,38,52,31,75,89,167,144,106,88
"63",4809,"Jph1",199,162,214,183,136,109,83,49,55,45,42,43
"64",3938,"Gdap1",2,2,22,18,14,10,2,2,1,1,0,1
"65",6923,"Pi15",122,234,170,273,112,76,11,10,4,1,2,2
"66",4006,"Crispld1",419,768,315,298,257,261,9,10,5,3,1,7
"67",1192,"Crisp4",0,0,0,0,0,0,0,0,0,0,0,0
"68",222,"Defb44-ps",0,0,0,0,0,0,0,1,0,0,0,0
"69",258,"Defb18",0,0,0,0,0,0,0,0,0,0,0,0
"70",469,"Defb41",0,0,0,0,0,0,0,0,0,0,0,0
"71",1753,"Tfap2d",0,0,0,0,0,0,0,0,0,0,0,0
"72",6391,"Tfap2b",1715,1540,1545,1787,2114,2638,1918,1692,200,61,99,85
"73",12928,"Pkhd1",0,0,0,0,0,1,14,22,3,0,0,0
"74",786,"4930486I03Rik",0,0,0,0,0,0,0,0,0,0,0,0
"75",73,"Mir206",0,0,0,0,0,0,0,0,0,0,0,0
"76",119,"Mir133b",0,0,0,0,0,0,0,0,0,0,0,0
"77",1171,"Il17a",0,0,0,0,0,0,0,0,0,0,0,0
"78",1178,"Il17f",2,0,1,0,0,0,0,0,0,0,0,2
"79",2886,"Mcm3",1394,1176,733,504,143,116,1737,1458,1102,354,552,591
"80",1120,"6720483E21Rik",0,4,1,1,0,0,1,2,0,0,0,0
"81",4420,"Paqr8",154,164,101,84,77,70,32,37,3,6,1,1
"82",2208,"Efhc1",88,77,38,62,75,77,33,37,4,11,5,5
"83",1409,"Tram2",145,109,65,76,92,90,117,99,55,61,51,54
"84",1112,"Tmem14a",52,78,77,109,90,98,43,50,4,12,4,3
"85",1450,"Gsta3",4,2,3,4,8,5,6,8,32,89,38,35
"86",1148,"Gm4956",0,0,0,0,0,0,0,0,0,0,0,0
"87",1950,"Khdc1a",0,0,2,0,3,1,0,1,0,0,0,0
"88",844,"Khdc1c",1,0,0,0,2,3,0,0,0,0,0,0
"89",2247,"Khdc1b",1,1,1,2,2,4,0,0,0,0,0,0
"90",6980,"Kcnq5",1080,1113,881,947,1662,2240,1,4,2,2,1,3
"91",4066,"Rims1",2,10,4,0,5,3,0,0,0,0,0,0
"92",1781,"Ppp1r14bl",0,0,0,0,0,0,0,1,0,0,0,0
"93",71,"Mir30a",0,0,0,0,0,0,0,0,0,0,0,0
"94",84,"Mir30c-2",0,0,0,0,0,0,0,0,0,0,1,0
"95",4844,"Ogfrl1",372,332,619,396,401,401,3240,2982,7155,5882,2986,2709
"96",1522,"Gm19673",0,0,3,0,0,0,3,2,10,6,10,5
"97",4362,"B3gat2",56,70,95,77,56,66,49,60,69,84,37,47
"98",2259,"Smap1",739,808,850,814,774,736,473,562,599,535,453,439
"99",667,"Sdhaf4",99,73,95,134,89,123,182,148,102,101,112,105
"100",6467,"Fam135a",940,840,637,550,836,906,547,575,519,505,310,347
"101",3888,"Col9a1",245,725,1818,1461,197,181,825,1603,3121,3790,4874,5597
"102",10542,"Col19a1",7,6,3,5,0,0,1,3,1,3,4,1
"103",5392,"Lmbrd1",1230,1176,1241,1444,1501,1512,1232,1413,1139,1323,587,513
"104",5522,"Adgrb3",1,0,0,0,0,0,0,0,0,0,0,0
"105",1551,"Gm20172",0,0,0,0,0,0,0,0,0,0,0,0
"106",4331,"Spata31e2",0,0,0,0,0,0,0,0,0,0,0,0
"107",2004,"Gm5524",0,0,0,0,0,0,0,0,0,0,0,0
"108",467,"Gm7846",174,193,168,144,121,97,212,219,208,132,72,84
"109",2882,"Spata31e5",0,0,0,0,0,0,0,0,0,0,0,0
"110",306,"Gm6462",0,0,0,0,0,0,0,0,0,0,0,0
"111",1160,"Gm9898",0,0,0,0,0,0,0,0,0,0,0,0
"112",7561,"Phf3",2798,2504,1902,1740,2231,2194,2611,2740,1825,1709,802,776
"113",4129,"Ptp4a1",2493,2611,2068,1697,1719,1392,2009,1986,1268,1150,681,599
"114",1094,"Alyreffm1",0,0,0,0,0,0,0,0,0,0,0,0
"115",1903,"Lgsn",0,0,0,0,0,0,0,0,0,0,0,0
"116",1449,"Dnaaf6rt",0,0,0,0,0,0,0,0,0,0,0,0
"117",914,"Gm4850",0,0,0,0,2,0,0,0,2,1,0,0
"118",762,"Alyreffm2",7,2,3,2,2,1,5,5,5,1,1,1
"119",1359,"Khdrbs2",0,4,3,0,0,1,0,0,0,0,0,0
"120",1437,"Gm9839",0,0,0,0,0,0,0,0,0,0,0,1
"121",3748,"Semp2l1",0,0,0,0,0,0,0,0,0,0,0,0
"122",1937,"Prim2",425,388,339,275,177,176,537,496,370,239,195,166
"123",889,"1700001G17Rik",9,9,4,11,4,5,2,3,9,3,1,2
"124",4487,"Rab23",319,271,245,244,342,354,193,212,48,46,43,46
"125",1815,"Bag2",804,1071,2241,1917,1276,1036,534,577,708,600,222,232
"126",3650,"Zfp451",543,489,618,548,396,460,492,567,350,295,134,168
"127",3016,"Gm15455",222,214,186,160,124,116,183,208,161,114,68,92
"128",2292,"Bend6",2,3,1,1,3,0,8,5,3,13,5,8
"129",23242,"Dst",31072,36904,16894,27489,56478,44370,7210,6921,4323,5308,3578,3500
"130",79,"Mir5103",1,0,0,0,0,1,0,1,2,0,1,1
"131",1705,"Ccdc115",250,216,241,136,90,96,244,289,224,169,115,152
"132",2249,"Imp4",782,689,633,472,321,354,969,902,958,762,430,465
"133",3559,"D1Ertd448e",281,241,213,148,94,100,373,349,184,152,80,86
"134",1578,"Ptpn18",47,53,64,47,15,14,1099,1345,1223,1359,985,1184
"135",1246,"Prss39",0,0,0,0,0,0,0,1,2,2,2,0
"136",1038,"Cfc1",0,0,0,0,0,0,0,0,0,0,0,0
"137",1301,"Prss40",1,1,2,2,2,2,0,0,0,0,0,0
"138",4356,"Amer3",0,0,0,0,0,0,0,0,0,0,0,0
"139",2676,"AA619741",0,0,0,0,1,0,0,0,0,0,0,0
"140",2714,"Arhgef4",181,228,251,169,138,152,70,65,42,43,10,4
"141",5080,"Fam168b",6028,5643,6557,5811,5162,4708,4211,4752,4091,3482,1764,1717
"142",5469,"Plekhb2",488,557,398,361,314,268,1395,1428,329,377,262,247
"143",3719,"Hs6st1",4283,3843,3703,3682,2181,1817,3587,3776,5203,4797,2101,2097
"144",9029,"Uggt1",2932,2375,2220,2113,1951,2043,2730,2692,3120,2388,2553,2691
"145",2583,"Neurl3",204,294,63,29,44,26,67,79,7,6,14,15
"146",5699,"Arid5a",19388,14215,6976,6965,10862,10687,3911,3897,1590,1328,1643,1777
"147",4663,"Kansl3",2331,2293,2202,2021,1987,1817,2254,2375,1815,1660,825,855
"148",2225,"Lman2l",367,287,297,246,273,254,696,778,356,302,406,382
"149",4582,"Cnnm4",1581,1359,998,698,658,617,685,740,346,212,284,322
"150",5283,"Cnnm3",396,268,117,121,101,173,519,454,318,240,319,349
"151",1954,"Ankrd23",128,105,92,105,110,119,139,203,103,95,105,125
"152",1786,"Ankrd39",96,101,133,112,98,115,140,163,106,86,97,124
"153",3805,"Sema4c",7026,5219,5233,4421,2553,2422,6550,6010,2300,2049,978,792
"154",2577,"Fam178b",14,6,17,16,18,13,35,44,91,42,4,2
"155",569,"Cox5b",646,583,787,780,476,464,857,833,908,717,596,619
"156",2077,"Actr1b",2703,2537,2563,2524,2471,2248,1965,2234,2116,1835,1304,1306
"157",1127,"4933424G06Rik",8,9,12,9,5,3,3,2,1,1,1,1
"158",2180,"Zap70",1,19,13,10,2,4,1,4,0,0,1,0
"159",6548,"Tmem131",2896,2643,2665,2640,2830,2695,1910,2204,2038,1728,954,947
"160",4422,"Vwa3b",14,7,2,7,6,7,2,1,2,0,0,0
"161",3498,"Cnga3",4,16,3,3,6,3,0,3,0,0,0,0
"162",6817,"Inpp4a",699,572,627,538,868,823,333,384,322,336,128,131
"163",3862,"Coa5",808,737,844,803,801,768,1507,1654,1962,1589,1059,1225
"164",1412,"Unc50",529,511,464,424,400,439,558,666,575,506,375,344
"165",7054,"Mgat4a",1008,982,810,708,848,787,1683,1737,1672,1520,1062,1048
"166",2755,"4930594C11Rik",111,134,172,103,92,72,141,120,128,121,107,95
"167",4361,"Cracdl",22,14,46,32,16,12,856,1015,948,819,582,599
"168",2218,"Gm19863",0,0,0,0,0,0,0,0,0,2,2,3
"169",3400,"Tsga10",27,36,36,36,41,43,47,57,33,46,18,17
"170",1555,"Lipt1",26,26,39,23,49,29,48,43,55,71,21,21
"171",1229,"Mitd1",171,208,236,197,312,240,139,153,112,85,116,115
"172",691,"Mrpl30",480,431,494,534,454,384,535,584,403,365,221,228
"173",2564,"Lyg2",0,0,0,0,0,0,0,0,0,0,0,0
"174",798,"Lyg1",0,0,0,0,0,0,0,1,3,10,2,1
"175",4596,"Txndc9",870,755,836,760,804,759,1207,1475,1311,1298,440,400
"176",7797,"Eif5b",4112,3876,4855,4156,3336,2740,4480,4686,5629,6043,2501,2550
"177",4262,"Rev1",518,530,693,574,420,404,527,523,607,541,354,351
"178",6010,"Aff3",363,327,325,278,231,226,5,5,0,1,0,0
"179",5077,"Lonrf2",0,5,0,1,0,1,1,0,1,1,0,0
"180",3120,"Chst10",24,9,48,29,32,55,13,19,24,14,1,1
"181",1001,"Nms",0,0,0,0,0,0,0,0,0,0,0,0
"182",1706,"Pdcl3",1282,1119,1698,1844,2032,1833,981,1202,720,629,230,316
"183",4180,"Npas2",24,25,14,29,12,12,179,310,256,315,462,380
"184",1254,"Rpl31",1655,1862,1804,1569,987,889,2350,2596,1863,1601,669,673
"185",4440,"Tbc1d8",482,470,306,248,246,288,942,1310,2334,2274,4091,4547
"186",3170,"Cnot11",948,806,602,530,405,474,489,509,419,311,158,168
"187",94,"Snord89",21,17,14,13,3,4,10,3,4,8,0,0
"188",2434,"Rnf149",2943,3143,2005,1673,815,742,1698,1855,2553,2371,1947,1942
"189",5799,"Creg2",26,16,19,20,0,1,0,1,6,4,0,0
"190",2000,"Rfx8",1,2,1,2,2,0,0,2,1,2,1,0
"191",359,"Gm3646",0,2,0,0,0,0,0,0,0,0,0,0
"192",531,"1700066B17Rik",0,0,0,0,0,0,0,0,1,0,0,0
"193",5974,"Map4k4",6042,5787,6242,5804,6128,5980,4341,4710,4492,4869,985,923
"194",858,"Gm16894",1,0,9,7,7,9,0,0,0,1,0,0
"195",1343,"Il1r2",12,12,42,90,110,89,5,4,0,1,8,3
"196",5035,"Il1r1",394,462,369,409,266,255,640,700,133,193,120,112
"197",1950,"Il1rl2",108,211,62,67,37,34,85,104,48,62,162,163
"198",6967,"Il1rl1",13,23,93,25,9,5,4,2,7,2,2,1
"199",4781,"Il18r1",92,51,40,28,4,5,639,534,348,761,453,629
"200",2487,"Il18rap",6,2,7,1,2,2,26,51,36,54,104,132
"201",3822,"Slc9a4",0,3,15,16,24,21,16,13,337,750,3110,3596
"202",3493,"Slc9a2",19,10,8,3,6,6,34,48,51,79,409,425
"203",3152,"Mfsd9",35,21,18,16,6,13,86,47,66,80,73,85
"204",1096,"Tmem182",3,7,25,26,24,31,2,1,1,3,2,3
"205",573,"4930448I06Rik",0,0,0,0,0,0,0,0,0,0,0,0
"206",546,"Pantr1",0,0,0,0,0,0,0,0,0,0,0,0
"207",3065,"Pou3f3",0,1,0,0,0,0,0,1,1,0,0,0
"208",2841,"2900092D14Rik",0,0,1,0,0,0,0,0,0,0,0,0
"209",1419,"Mrps9",507,408,437,436,370,305,620,664,404,351,174,149
"210",3860,"Gpr45",0,0,1,1,1,0,1,0,0,0,0,0
"211",5538,"Tgfbrap1",679,526,581,473,629,678,680,692,760,669,499,545
"212",3457,"AI597479",402,280,357,362,433,554,278,271,206,187,149,150
"213",1563,"Fhl2",908,1068,1803,1700,1208,1134,341,467,174,208,14,21
"214",647,"Gm8210",750,862,815,726,491,423,1041,1091,836,828,345,376
"215",2775,"Nck2",1592,1614,2049,1946,1754,1763,3498,4109,558,658,365,352
"216",888,"Ecrg4",3414,4153,11991,9261,1445,1155,42,35,23,12,0,2
"217",1263,"Uxs1",181,148,120,85,64,77,449,332,127,129,180,186
"218",4649,"Tpp2",2444,3036,3416,2632,1989,1522,2438,2773,3076,3017,1482,1331
"219",1086,"Mettl21c",0,0,1,0,2,0,1,0,1,2,3,0
"220",1265,"Tex30",659,527,489,333,268,232,505,429,450,306,477,393
"221",2324,"Poglut2",1412,1178,1284,1188,875,828,525,463,354,290,214,177
"222",3571,"Bivm",179,110,127,114,140,168,212,200,109,167,97,79
"223",4010,"Ercc5",656,585,583,579,693,657,349,379,276,298,155,178
"224",3181,"Mettl21e",0,0,0,0,0,0,0,0,0,0,0,0
"225",2976,"Gulp1",624,888,717,944,897,865,127,239,185,341,524,616
"226",906,"4930521E06Rik",1,2,2,0,2,1,1,0,3,1,1,1
"227",5564,"Col3a1",1349,1844,3202,3285,2083,1713,441,783,723,446,696,763
"228",6615,"Col5a2",5409,4982,1597,2337,4816,4891,62,87,79,50,48,59
"229",2612,"Wdr75",981,860,917,711,474,442,1002,879,585,441,257,293
"230",641,"Gm5526",5159,4902,9502,10606,10675,8530,1883,2141,1363,1517,635,664
"231",3380,"Slc40a1",83,91,22,15,22,34,173,145,48,61,114,133
"232",717,"Gm3852",3,3,1,5,1,2,4,4,7,7,2,2
"233",3483,"Stk-ps2",0,0,0,0,0,0,0,0,0,0,0,0
"234",12318,"Dnah7b",110,169,79,132,220,185,15,14,3,2,3,8
"235",12384,"Dnah7c",10,9,8,4,14,6,2,2,0,0,1,0
"236",4961,"Slc39a10",1936,2138,2181,1785,1952,1795,540,526,495,279,438,455
"237",542,"C230029F24Rik",0,0,0,0,0,0,0,0,0,0,0,0
"238",3339,"Tmeff2",44,38,9,17,11,12,2,4,1,0,0,1
"239",2552,"9330175M20Rik",0,1,0,2,2,1,0,0,0,0,0,0
"240",3055,"Cavin2",4060,4455,2493,2833,4721,5195,936,940,276,345,72,65
"241",2838,"Nabp1",3147,2577,2107,2327,4323,3718,3021,3927,2145,2581,1410,1433
"242",3051,"Gm17767",0,3,3,1,3,7,1,6,15,24,29,26
"243",5042,"Myo1b",1603,1908,2129,1670,1817,1767,1636,1750,635,534,155,169
"244",2981,"Stat4",3,3,19,30,25,23,31,27,1,0,2,2
"245",432,"Gm3940",0,2,0,2,1,0,1,0,3,5,0,0
"246",5356,"Stat1",532,626,1056,894,970,731,837,879,1049,657,783,726
"247",7488,"Gls",11098,10148,10106,8413,7574,6460,4644,4909,1947,1925,677,718
"248",5088,"Nab1",1947,2088,2836,2360,2980,2602,3106,4049,3715,3491,1275,1112
"249",3394,"Nemp2",120,109,92,69,78,115,149,171,42,21,23,15
"250",5591,"Mfsd6",1148,1062,868,853,1565,1528,2392,2573,3865,3167,1963,1970
"251",1776,"Inpp1",324,278,222,222,242,299,230,224,213,175,113,80
"252",1704,"Hibch",351,337,552,550,577,505,399,361,483,497,458,454
"253",834,"1700019D03Rik",51,119,361,321,298,269,8,5,5,6,81,62
"254",2682,"Mstn",0,0,0,0,2,0,0,0,0,0,0,0
"255",627,"1700019A02Rik",0,0,2,1,0,0,0,0,0,0,0,0
"256",3032,"Pms1",106,118,96,67,65,68,154,140,64,34,59,53
"257",1846,"Ormdl1",120,89,53,52,67,72,413,371,266,231,246,228
"258",2283,"Osgepl1",117,144,139,139,148,171,100,111,89,70,60,62
"259",2362,"Asnsd1",232,217,187,170,123,146,580,618,735,769,403,481
"260",12272,"Dnah7a",32,42,15,25,48,49,4,4,2,0,0,0
"261",3278,"Stk17b",858,721,1198,832,516,468,317,369,292,223,348,359
"262",11336,"Hecw2",90,77,194,158,253,234,19,12,5,4,50,40
"263",3807,"Ccdc150",5,1,2,6,3,1,4,5,2,2,0,0
"264",3005,"Gtf3c3",277,208,196,183,228,292,259,272,138,134,135,147
"265",10579,"Pgap1",232,242,238,240,229,231,307,315,90,93,69,77
"266",6140,"Ankrd44",1281,1385,484,549,637,582,256,270,29,48,13,18
"267",6192,"Sf3b1",18573,17467,16440,13835,10459,10757,15047,15956,12618,12309,6437,6220
"268",1733,"Coq10b",5825,5636,5220,4648,3907,3331,4957,5033,4556,4029,2122,1818
"269",2332,"Hspd1",5398,5221,5127,3496,2045,1768,6178,5944,5409,3715,2874,3158
"270",768,"Hspe1",1138,1051,975,712,393,336,1130,1189,1018,716,470,448
"271",2826,"Mob4",1208,1084,1239,1152,1377,1209,1344,1452,898,776,491,455
"272",3677,"Rftn2",245,268,79,110,83,187,404,298,22,14,109,105
"273",2882,"Mars2",235,230,299,216,125,111,264,300,251,175,158,141
"274",1258,"Boll",0,0,0,0,0,0,0,2,0,0,1,1
"275",6555,"Plcl1",562,1045,1126,962,916,1013,75,67,96,258,878,837
"276",1369,"Gm6644",235,146,152,107,90,80,102,96,76,63,61,56
"277",1906,"9130227L01Rik",0,0,0,0,0,0,0,0,0,0,0,0
"278",1408,"Hsfy2",0,0,0,0,0,0,0,0,0,0,0,0
"279",5286,"Satb2",22,21,8,8,2,9,16,16,15,11,14,11
"280",3728,"9130024F11Rik",4,5,3,2,0,1,5,6,4,8,2,1
"281",3304,"BC055402",0,0,0,0,0,0,0,0,0,0,2,3
"282",2052,"4930558J18Rik",8,6,8,9,4,4,10,8,5,2,6,5
"283",3008,"1700066M21Rik",65,47,94,70,55,62,48,64,90,37,63,71
"284",1442,"Tyw5",190,174,222,197,202,188,222,207,106,80,47,65
"285",1325,"Maip1",261,283,300,259,169,171,477,481,411,343,177,180
"286",4045,"Spats2l",1238,968,958,1151,1741,1469,364,290,19,43,12,17
"287",2733,"Kctd18",167,159,185,177,180,202,163,176,58,76,16,49
"288",5416,"Sgo2a",115,102,87,55,23,14,86,91,70,37,111,89
"289",4382,"Aox1",537,693,281,435,298,319,213,190,7,33,19,20
"290",4360,"Aox3",3,2,2,5,3,3,5,20,19,41,118,143
"291",4973,"Aox4",2,0,4,2,2,0,2,8,15,23,1,2
"292",4776,"Aox2",0,0,4,3,0,0,8,20,20,16,12,5
"293",2833,"Bzw1",7308,7641,7408,5959,4673,3815,6744,7383,5580,4842,2089,2021
"294",3088,"Clk1",8421,6773,4161,3781,4822,6623,5909,6132,3033,2588,1941,2384
"295",1630,"Ppil3",241,196,241,214,235,210,238,294,241,197,96,86
"296",2105,"Nif3l1",259,207,174,123,151,150,321,280,260,207,132,155
"297",3371,"Orc2",691,523,421,329,393,365,563,553,447,359,320,314
"298",2126,"Gm15834",4,2,3,4,0,2,3,2,1,3,1,1
"299",8695,"Hycc2",194,166,188,155,181,186,330,374,318,345,332,303
"300",532,"Ndufb3",477,457,660,630,454,476,733,700,579,571,489,479
"301",936,"Gm20257",40,45,60,60,62,43,56,57,51,38,32,31
"302",1579,"Flacc1",3,1,2,4,0,2,0,4,1,0,0,2
"303",7814,"Cflar",1726,1999,2552,2479,2614,2111,1047,1315,1444,1581,644,524
"304",2777,"Casp8",527,528,315,333,266,290,775,805,553,479,398,359
"305",6240,"Trak2",3938,3769,3757,3198,3270,2831,1587,2015,2198,2204,939,931
"306",2318,"Stradb",138,112,131,114,197,192,93,89,162,160,98,131
"307",2131,"C2cd6",1,0,0,0,1,0,2,1,0,0,0,0
"308",1972,"Tmem237",502,429,392,365,291,290,226,236,100,75,28,27
"309",3087,"Mpp4",14,22,10,19,11,14,2,2,5,9,0,1
"310",7038,"Als2",1259,1491,1660,1519,1583,1132,554,738,588,553,393,404
"311",1477,"Cdk15",19,29,60,107,56,32,0,1,0,3,0,0
"312",4809,"Fzd7",9624,5400,7854,8459,5579,6912,792,815,345,290,115,110
"313",3595,"Gm973",0,6,5,3,7,7,9,24,12,19,0,4
"314",1215,"Sumo1",1809,1780,1724,1466,1438,1238,1873,2025,2046,1623,1012,890
"315",1976,"Nop58",14863,17215,18013,15650,12093,9593,5854,5874,3822,3320,2774,2552
"316",53,"Snord70",12,4,4,4,7,6,5,3,0,0,2,8
"317",63,"Snord11",7,3,3,1,1,3,0,1,0,1,3,0
"318",3507,"Bmpr2",1518,1790,1975,1872,1222,1058,791,818,458,420,172,222
"319",5532,"Fam117b",1838,1602,1743,1225,861,749,820,890,1039,854,590,437
"320",3650,"Ica1l",39,26,20,14,16,16,6,5,1,0,7,7
"321",3376,"Wdr12",286,259,300,195,122,110,266,263,274,175,95,122
"322",2604,"Carf",63,87,87,76,109,106,69,68,33,39,27,53
"323",431,"Gm15464",762,932,761,664,452,416,1039,1190,849,707,382,323
"324",12108,"Nbeal1",1182,1152,1139,1157,1790,1452,758,692,418,465,317,289
"325",1501,"Cyp20a1",328,283,242,231,276,242,489,464,414,318,333,337
"326",5974,"Abi2",1091,839,1155,843,933,829,498,477,223,173,42,45
"327",9117,"Raph1",1160,1203,1519,1259,1085,1018,1083,1304,1089,983,817,700
"328",791,"Gm11578",7,8,6,6,9,13,5,16,14,11,6,7
"329",4317,"Cd28",1,0,2,2,2,1,1,3,0,3,9,13
"330",845,"Gm11579",0,0,0,0,0,0,0,0,0,0,0,0
"331",1931,"Ctla4",4,0,3,1,0,1,0,0,0,0,0,0
"332",3254,"Icos",1,1,2,0,1,0,0,2,1,0,0,0
"333",892,"9530026F06Rik",0,0,0,0,0,0,0,0,0,0,0,0
"334",8392,"Pard3b",477,444,354,323,184,204,441,379,644,525,93,69
"335",8122,"Nrp2",869,1176,1167,1510,791,633,182,245,399,284,46,41
"336",895,"4930487H11Rik",4,3,7,4,1,3,1,0,1,2,0,1
"337",13529,"Ino80d",1899,1800,1992,1726,1596,1319,1804,2039,1360,1294,611,522
"338",1802,"Ino80dos",30,39,35,31,31,28,41,35,21,8,3,10
"339",1301,"Gm20342",11,15,11,7,10,12,10,11,4,7,7,0
"340",2927,"Ndufs1",1391,1231,1790,1561,1324,1202,1380,1480,1386,1179,1540,1549
"341",1933,"Eef1b2",12512,13977,10741,8897,5143,4677,19932,21272,20303,18038,6171,6073
"342",113,"Snora41",51,33,47,56,20,30,38,36,19,15,8,11
"343",1606,"Cmklr2",23,10,5,5,3,2,6,4,0,0,1,0
"344",12621,"Zdbf2",280,311,127,69,28,32,153,75,15,13,2,2
"345",6879,"Adam23",24,26,12,16,12,9,1,2,0,1,1,0
"346",2427,"Dytn",0,0,0,0,0,0,0,1,1,3,3,1
"347",1711,"Mdh1b",0,3,0,0,0,0,2,0,2,3,0,1
"348",3205,"Fastkd2",486,329,340,250,293,270,592,584,457,367,278,313
"349",1756,"4933402D24Rik",4,1,1,1,2,0,1,4,0,1,0,3
"350",1432,"Gm13749",2,0,0,1,1,1,0,2,0,0,0,0
"351",1344,"Klf7",340,354,387,430,458,482,383,411,385,364,65,75
"352",8421,"Creb1",959,813,781,731,840,824,1140,1089,783,668,332,363
"353",2666,"Mettl21a",170,170,200,159,232,221,161,124,63,78,56,74
"354",713,"2810408I11Rik",51,49,22,23,19,16,30,30,56,24,67,65
"355",2927,"Ccnyl1",1373,1310,797,705,721,558,335,423,223,160,97,78
