"Length","Symbol","logFC","logCPM","F","PValue","FDR"
5102,"Ace",-1.88049932486842,5.25863959127429,154.648248514056,2.31093199343451e-08,3.53255096626611e-06
886,"Msrb1",1.56671590433974,7.05860868523466,154.438678217685,2.32893424578766e-08,3.53255096626611e-06
7916,"Gm8995",-3.12272264019575,1.94757813680295,155.599728117263,2.33642427707339e-08,3.53255096626611e-06
11852,"Map1b",-3.26047264978247,6.13112623485498,154.25178562862,2.34526205229286e-08,3.53255096626611e-06
2327,"Skint7",-7.99530528389145,0.535418514225676,102.601770865581,2.42565451354735e-08,3.61884551949708e-06
1021,"Cbr2",1.81492345348586,6.81412249577902,152.14364587741,2.53890361000115e-08,3.75206840100641e-06
7635,"Col27a1",2.86539875104847,5.32065047967151,151.145673295387,2.64694007817237e-08,3.87516974995983e-06
3520,"Matn2",2.84874499273637,7.32408785950402,149.447561059928,2.83146051923502e-08,4.10692861424228e-06
3962,"Ppm1l",2.57996017204183,5.0450347871017,148.401368681365,2.93040245817736e-08,4.21144536764663e-06
5864,"Fosl2",-1.46940509695635,8.88074983479807,147.299529316259,3.0581306960462e-08,4.35505612305124e-06
5665,"Hlf",2.18439470153361,6.04682859527775,146.874895662644,3.1094262681876e-08,4.38821283704133e-06
2828,"Dact3",1.88610117782517,4.98827144426062,147.385738920622,3.20222747829814e-08,4.47882977210182e-06
8772,"Adamts20",-1.70108246324418,3.39698890609623,103.094475513224,3.23520117424489e-08,4.48490499066781e-06
2656,"Fgfrl1",1.40414173128076,6.62157759498148,145.47881403063,3.28525993112972e-08,4.51435059834623e-06
1952,"BC006965",1.62776676491765,4.68361710540637,144.047974713717,3.47709537208004e-08,4.73640860901163e-06
785,"Prxl2b",1.69078682721262,3.74160958814796,142.104592970794,3.7586638815056e-08,5.04997407191287e-06
11281,"Muc4",2.2305173152778,6.06251112855098,117.967534749976,3.77176486698887e-08,5.04997407191287e-06
2839,"Nrg2",1.79411296426988,4.50318630128496,137.447573831073,3.86741036868458e-08,5.11650708203435e-06
4849,"Cyp26b1",-2.26885143689591,1.5217353828673,133.025173470955,3.89708411388228e-08,5.11650708203435e-06
3284,"Itprid1",-2.66389957536864,6.40859898433141,141.078746014705,3.91944366322453e-08,5.11650708203435e-06
1532,"Dlk2",1.70556888754376,4.08919435362836,131.595774439362,4.33610988025328e-08,5.61364969207997e-06
2544,"Eid1",1.20424855939353,6.23756931924984,137.929272621021,4.45731545661056e-08,5.66796823433402e-06
2039,"Cel",2.41100678131822,9.27213869500505,137.81394575759,4.47937037576938e-08,5.66796823433402e-06
4017,"St14",-1.59336294118101,8.04479939030098,137.771366439662,4.4866138592877e-08,5.66796823433402e-06
7808,"Col4a4",3.05254099143643,1.55922825196791,125.959304379724,4.55212438709381e-08,5.70472228190596e-06
1280,"Skint8",-4.18588065350204,1.52799242303208,138.277181252588,4.62689220324729e-08,5.75240209237054e-06
5142,"Gpm6b",1.49768172526157,6.08683892736835,136.676375587911,4.69596512839215e-08,5.76759056144444e-06
5984,"Itga1",1.96123778421472,6.34060283113846,136.604559654632,4.71274555930347e-08,5.76759056144444e-06
2683,"Hspa2",-1.38021204897582,6.53257392977764,136.010050470335,4.82951567706921e-08,5.86467930862706e-06
2403,"Ccn2",2.79074194175669,9.71833952650498,134.579715403034,5.13087170571435e-08,6.16665735162375e-06
2872,"Mcu",1.38870147368471,4.2702274919468,134.358303251907,5.17839879720323e-08,6.16665735162375e-06
2855,"Tlr2",2.02256804056349,6.89903796809312,134.274309396279,5.19628962920099e-08,6.16665735162375e-06
3359,"Fbln1",-1.58955413472478,3.38289902258208,134.064979243825,5.42248424920404e-08,6.38670795216401e-06
957,"A630077J23Rik",4.1916216860764,0.996594372492274,145.86904366956,5.51739665039749e-08,6.44909369478762e-06
1550,"Gm5424",-1.80461410764505,4.78912260388032,132.557220007183,5.59531166482337e-08,6.44909369478762e-06
2427,"Fjx1",1.45662002292758,4.74820206780542,132.565435430031,5.59895781992414e-08,6.44909369478762e-06
870,"Pfn1",1.20357815208869,8.49359984543085,132.09424649509,5.70466913836992e-08,6.52289358047919e-06
3462,"Gfra2",-3.26565876972885,5.00782221538155,131.381895859331,5.79079766781902e-08,6.53685399859617e-06
4017,"Rimklb",-2.29304102756323,0.87830005803975,112.669666324829,5.80033645582424e-08,6.53685399859617e-06
2336,"Etv4",-2.5160740397566,4.17312892870649,131.58763237056,5.84356349928046e-08,6.53853015830203e-06
1598,"6330403K07Rik",-2.72470587618287,2.01178493322615,128.876140792636,5.89123740970812e-08,6.54512298036012e-06
6521,"Sema3d",2.00239010833041,2.89771052876519,108.416850227361,6.59124139383155e-08,7.27125327002614e-06
4758,"Adgra1",5.77019679456696,0.472581264145705,104.118658315534,6.66368806184581e-08,7.29976737684018e-06
1436,"Cnmd",5.47169816780358,2.88593306742955,106.476321863447,6.79400772274398e-08,7.39084242894337e-06
2476,"Gjb6",3.85943234358288,4.86261544369657,128.844345912495,6.89136299445015e-08,7.44504836607321e-06
930,"Gstk1",1.82040976314331,4.22692288729143,126.723725260762,7.22502820998554e-08,7.75205937735777e-06
1097,"S100a14",-3.36385043863188,3.11698596583868,126.2670952722,7.42211337582877e-08,7.87518232619026e-06
1345,"Hp",-2.8548047471036,4.93736513604414,126.672568824675,7.44032546617401e-08,7.87518232619026e-06
2089,"Fam83a",2.3557708976836,4.49811003670662,125.792572457247,7.53646284447901e-08,7.92340204421233e-06
4265,"Chst15",1.17703736485378,5.28511388848231,126.219663319587,7.63271864687053e-08,7.9687571118798e-06
3881,"Lars2",2.24963674352601,10.4959851859647,125.361036931387,7.68134263577307e-08,7.9687571118798e-06
3147,"Ccdc187",1.96565756342902,3.97483698371992,97.0123154115763,7.79646796486521e-08,8.00455146063325e-06
2494,"Lpar3",-3.14770955530014,-0.491859492730811,121.488016143434,7.81804260119302e-08,8.00455146063325e-06
974,"Cytl1",-2.98821149097479,1.50323616975896,105.003701201331,7.94809921821201e-08,8.07348645874811e-06
2832,"Gm20752",2.70901626014337,2.90004700846922,105.045437402804,8.02210407276441e-08,8.07348645874811e-06
1505,"Pdlim1",-1.41899862306182,5.40722978829973,124.357363010365,8.03998651493588e-08,8.07348645874811e-06
1071,"Lmo1",-1.39624874419144,3.96678199129451,124.467736593475,8.27362740272874e-08,8.19001569142347e-06
2068,"Wnt6",1.41122570522892,5.06851691334487,110.952357747845,8.33279132995197e-08,8.19001569142347e-06
2566,"Pou2af1",2.5074445371881,1.87408739086383,79.5783637352938,8.33430757869787e-08,8.19001569142347e-06
2767,"Cav1",1.97505561566947,9.3976068218598,123.483287884087,8.36801030138469e-08,8.19001569142347e-06
5706,"Sv2b",-4.1761725335407,-0.0306461509739476,86.2047460836399,8.41744351304933e-08,8.19001569142347e-06
6588,"Dtna",2.15807744370151,5.00625224956904,123.833045503001,8.48525397806231e-08,8.20503108434235e-06
4558,"Sardh",1.22814078467357,5.11136118751513,122.625267959058,8.70518022988246e-08,8.3660520430128e-06
13852,"Dmd",1.97553295561276,5.81148786479531,122.060073054352,8.935673353523e-08,8.5352026270084e-06
15410,"Ryr3",2.26410462019805,3.75441552680356,113.563639704671,9.05134532310742e-08,8.59329239311986e-06
4820,"Shc4",2.19063448938574,1.50318654132551,121.644266529873,9.24201278961905e-08,8.72145363550497e-06
2014,"Gm10309",3.39433280584008,0.810422718226593,99.0074636997171,9.35525064783361e-08,8.77544918552775e-06
1321,"C1qtnf12",-1.26869449579878,4.62092975241681,120.736743509676,9.50575023485425e-08,8.86354627553523e-06
11153,"Kcnb1",-3.0098596209217,0.700295844310034,103.32855134942,9.82873299443116e-08,9.1104794294535e-06
11933,"Speg",1.32557347823145,6.01583856570149,119.872286406738,9.90733130350018e-08,9.12931440407825e-06
3295,"Nipal4",1.61980069799399,4.23584251541066,139.591385695634,1.02753270151421e-07,9.36895534874444e-06
5722,"Sorcs2",2.07412046840274,5.08811564681061,119.105379216587,1.02870112989725e-07,9.36895534874444e-06
9522,"Celf2",-1.67499440991995,4.55782118996127,118.511435276309,1.05585779382197e-07,9.56070077469432e-06
1011,"Nat8f1",2.43956807463629,2.20411066484788,117.406407523874,1.1160241531949e-07,1.00394857303205e-05
1889,"Mocs2",1.51793627828796,6.26702429303723,117.249575943143,1.12155123064545e-07,1.00394857303205e-05
2721,"Pth1r",2.50890197332222,1.326728765828,117.589110635575,1.17259581377753e-07,1.04135397847682e-05
1901,"Perp",1.27285470001005,8.44573446598681,116.257072563816,1.17663360479028e-07,1.04135397847682e-05
828,"Ly6a",-2.17377537518367,5.49021024486902,116.057423069296,1.18825941262785e-07,1.04573503925928e-05
2534,"Krt90",-2.81822690140288,1.42469685964624,125.3806299083,1.20109157944935e-07,1.05112288223878e-05
7430,"Trim9",-5.51428380107497,0.0169120684662304,88.8380111670043,1.23448448324786e-07,1.0743444127821e-05
9966,"Tns1",2.18043361550049,8.89824247787417,113.751615965253,1.33030151703608e-07,1.15133553946797e-05
1083,"Myl9",1.92405829554918,9.82940454274346,113.153761192982,1.37070597488648e-07,1.17978621409872e-05
4206,"Slc1a3",1.65662112857128,3.65533541965321,113.511348274039,1.3825175579484e-07,1.18345013908534e-05
6169,"Itgb4",-1.84302451872265,6.59034295985089,112.450566697275,1.41914581136995e-07,1.20077261495211e-05
5407,"Plagl2",-1.35409435031739,3.78190510345434,112.384315170768,1.42412781019709e-07,1.20077261495211e-05
5410,"Kank1",1.65998304979457,6.4956323876615,112.283831531086,1.43103209644238e-07,1.20077261495211e-05
3935,"Fbxl22",1.85529992092463,4.80713801913272,112.277278468351,1.43341512286017e-07,1.20077261495211e-05
1062,"Inka1",2.32416970826972,2.6226634826488,113.19657750125,1.46122305155538e-07,1.21755633524548e-05
1111,"Ecscr",1.86535341164239,4.9531516934196,111.769254894671,1.46935863937013e-07,1.21785730612344e-05
6440,"Atp8b1",-1.65927548233289,3.15285462956434,110.524430416331,1.56451185465508e-07,1.28989885279851e-05
2683,"Coch",-3.8561317697271,-0.86959128101824,92.0546131033716,1.57811224381937e-07,1.29429991096495e-05
1958,"Lao1",5.36065685903856,11.3346200250741,110.268570981204,1.59706701213029e-07,1.30302368463651e-05
9535,"Cntn2",-2.27827365507532,4.28092235807624,97.0339988468969,1.64569386602719e-07,1.32578693164723e-05
1903,"C1qtnf9",-2.62220574309837,1.24524113564261,110.104133441234,1.65149879701843e-07,1.32578693164723e-05
1038,"Thrsp",4.88419286953515,8.63004093263545,109.525178884691,1.65503530767153e-07,1.32578693164723e-05
15848,"Fras1",-2.33643727563925,2.70897068183386,102.695761561948,1.65882054645936e-07,1.32578693164723e-05
1654,"Trnp1",1.76125697702996,3.63844925365387,109.208698413385,1.67835466758222e-07,1.33459014556729e-05
4689,"Sypl1",0.919556139580218,6.90173401892979,108.646642277561,1.72145568225424e-07,1.36194965972286e-05
5158,"Carmil1",-1.10201004078857,5.46235914941263,107.999968059954,1.78004276948314e-07,1.40122462230922e-05
2676,"Egln3",1.66234612048978,5.8100159255786,107.86552426064,1.79245566280829e-07,1.40394089789459e-05
3294,"Cbarp",-1.49174324833789,4.99085435682354,107.564064761512,1.82092374738174e-07,1.41914281108134e-05
4986,"Fam78b",-2.13295922873179,0.754925724036206,85.8949458010839,1.90031280756248e-07,1.47368317477556e-05
2097,"Krt79",-5.44006742688812,-0.411228918387864,88.8640502683738,1.93305230166223e-07,1.4879612722135e-05
3140,"Vwa1",1.07944997000384,7.13952123275278,106.313822256769,1.9444543254457e-07,1.4879612722135e-05
8585,"Pappa2",-3.46845137331637,0.180445620075167,85.3738241393268,1.94722030516289e-07,1.4879612722135e-05
2678,"Cnp",1.16562415785812,6.28623124880696,106.113541210949,1.96443261310447e-07,1.49224373733599e-05
5928,"Adamts15",-2.51531833965586,3.45430472189166,106.050140224084,1.9718764993843e-07,1.49224373733599e-05
2100,"Parm1",-1.5480134362988,4.24240801311775,105.818941158562,1.99555544384779e-07,1.50290269364786e-05
7116,"Plcb1",1.38934372686064,5.84970952690239,105.545388834569,2.02432725921151e-07,1.51727678289538e-05
1897,"Arpc5",1.2774425547566,7.33492756203917,105.454530982376,2.03401292312819e-07,1.51727678289538e-05
6453,"Abca3",-1.11241064144981,6.24478233681273,105.188299594588,2.06305496186635e-07,1.53164720273159e-05
3442,"Smim1",2.09607199362524,4.05060421424623,104.749666892754,2.11202960816278e-07,1.56061055716367e-05
3220,"Tnk1",-1.22071151691189,5.36890621030452,104.632985561105,2.12487689850307e-07,1.56273223544838e-05
1241,"Gm16548",-3.3729617117735,0.196366935594176,102.230012019091,2.14036913019115e-07,1.56677020674974e-05
3625,"Proser2",1.74190248999044,4.03488695098601,104.007154620235,2.19763729639793e-07,1.59428602373468e-05
4049,"Lpl",2.29536648462745,9.30451427857466,103.998962006357,2.19831331711899e-07,1.59428602373468e-05
2421,"Gm21451",3.08093350388427,3.35047458482483,104.080823953339,2.27903298271908e-07,1.64520975457578e-05
8817,"Vwf",-2.45054924591454,5.37325722132454,102.770156221471,2.3488699247048e-07,1.68784620965599e-05
888,"Ecrg4",1.58023191433477,6.69008464758178,87.3415786103905,2.38800202290343e-07,1.70813021409964e-05
3273,"Epha1",1.16326468340788,5.57947831574906,102.169773620875,2.42674261524983e-07,1.72565072875914e-05
2411,"Ntn4",-2.75080794228431,4.33167693629028,86.7303195747406,2.43452799907929e-07,1.72565072875914e-05
2378,"Hdc",-2.60285911706591,1.67184811398807,102.093409646524,2.47420858163431e-07,1.73795398915738e-05
1927,"Atp6v1b1",-2.68309866796227,5.79521491004792,86.1032609372479,2.47840644086929e-07,1.73795398915738e-05
2682,"Chst1",1.85589722886883,3.37060304492679,101.738689881251,2.48516880671084e-07,1.73795398915738e-05
810,"Pcbd1",1.645923815464,3.17494886655043,101.324520911678,2.54525021643696e-07,1.77205976179933e-05
1522,"Tspan8",-2.47240582694623,3.86153901079666,101.171564660009,2.56676195155292e-07,1.77912946774674e-05
3129,"C030048H21Rik",1.82740382798312,4.50432911479988,83.5335328155237,2.65263389507147e-07,1.83055109983677e-05
3513,"Gm20560",3.62872218364637,0.983332779365812,106.542567721956,2.76866576851219e-07,1.89045262443365e-05
1989,"A330049N07Rik",2.85511427263046,3.67588919834339,100.139336525087,2.77038772371281e-07,1.89045262443365e-05
2627,"Nr1d1",1.71332496784226,6.45524405606593,99.7315238434839,2.77564062317102e-07,1.89045262443365e-05
447,"Crip1",-1.65308275020699,5.19914193649838,99.3547215632935,2.83539359934025e-07,1.92278964215e-05
4725,"Tgfb2",1.29955645651593,5.63805858947837,99.1109120588974,2.8735749069268e-07,1.94028236711243e-05
1247,"Enho",1.68632063005891,3.59416722400535,95.8976573562861,2.9340518931164e-07,1.97261471698148e-05
7399,"Cfap54",-2.71508426414468,0.424777764442705,73.0278707052093,3.02867730602063e-07,2.02753119653048e-05
2980,"Nebl",1.14496566911479,4.49797241391382,96.9500811178128,3.07544985620774e-07,2.04373776740502e-05
3449,"Btn1a1",1.90493915402625,10.3037757830061,97.8856556014733,3.07897933678637e-07,2.04373776740502e-05
4112,"Irf2bpl",0.9765083646807,7.24175218502831,97.4133803986305,3.162566049116e-07,2.09036274934186e-05
4908,"Kirrel3",1.56153752083082,4.93264844352869,97.1164164890008,3.22114256943847e-07,2.12013438446444e-05
9119,"Kif21b",2.25894733951994,3.98583039962549,96.9786253857623,3.24274237699121e-07,2.12542089270156e-05
11388,"Lama5",-1.62111890084696,8.59854832002655,96.4424150407975,3.34301607368749e-07,2.16754535204379e-05
3057,"Sdc1",-1.29802638915847,6.2570199589738,96.4304024913192,3.34533274519719e-07,2.16754535204379e-05
2577,"Slc16a3",-1.68417295170701,2.26588904451132,91.6170902350286,3.37106253276838e-07,2.16754535204379e-05
1528,"Fam180a",-2.62586121034353,1.26365447582457,78.8323858982895,3.37574452014527e-07,2.16754535204379e-05
2014,"Snai2",1.40202157299128,5.32860708297154,97.2014035043208,3.37619576060444e-07,2.16754535204379e-05
3404,"Chn2",-1.78845045902402,1.6673806616314,94.743056170902,3.39286406044236e-07,2.16935573497263e-05
1213,"Igfbp7",-1.41930611675618,6.34219040300814,95.3628416175828,3.55796967045803e-07,2.26567458893191e-05
6603,"Ltbp2",-2.8631475174779,8.13135719329177,95.0910417528029,3.61578238778374e-07,2.29316725119969e-05
7370,"Mical2",-1.6328582384989,6.34927626665804,95.0144785882886,3.63061386646284e-07,2.29328896040889e-05
2087,"Spry2",1.26911253699745,6.61857048002458,94.8774329687918,3.65968138538503e-07,2.3023658193597e-05
6030,"Mob3b",-1.53633109776864,4.76188329063437,94.7085715035918,3.69606530228955e-07,2.31246584563381e-05
911,"Id1",-2.08708159951969,3.58568937752346,94.6757608558465,3.70525966967179e-07,2.31246584563381e-05
